scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderHerb_MissouriR_IRR_hi,0.0566862,0.00643865,0.00643865,0.00643865,0.00643865,0.00643865,-0.0211926,-0.0211926,-0.0211926,-0.0211926,-0.0211926,-0.0206969,-0.0206969,-0.0206969,-0.0206969,-0.0206969,-0.0217536,-0.0217536,-0.0217536,-0.0217536,-0.0217536,-0.0255558,-0.0255558,-0.0255558,-0.0255558,-0.0255558,-0.0202215,-0.0202215,-0.0202215,-0.0202215,-0.0202215,-0.0202067,-0.0202067,-0.0202067,-0.0202067,-0.0202067,-0.0173193,-0.0173193,-0.0173193,-0.0173193,-0.0173193,-0.0221269,-0.0221269,-0.0221269,-0.0221269,-0.0221269,-0.0217638,-0.0217638,-0.0217638,-0.0217638,-0.0217638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderHerb_MissouriR_IRR_lo,0.0566862,0.00643865,0.00643865,0.00643865,0.00643865,0.00643865,-0.0113379,-0.0113379,-0.0113379,-0.0113379,-0.0113379,-0.00805216,-0.00805216,-0.00805216,-0.00805216,-0.00805216,-0.00776651,-0.00776651,-0.00776651,-0.00776651,-0.00776651,-0.0117111,-0.0117111,-0.0117111,-0.0117111,-0.0117111,-0.00553259,-0.00553259,-0.00553259,-0.00553259,-0.00553259,-0.00530338,-0.00530338,-0.00530338,-0.00530338,-0.00530338,-0.00396952,-0.00396952,-0.00396952,-0.00396952,-0.00396952,-0.00477194,-0.00477194,-0.00477194,-0.00477194,-0.00477194,-0.00415974,-0.00415974,-0.00415974,-0.00415974,-0.00415974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderHerb_MissouriR_RFD_hi,0.228294,0.0259305,0.0259305,0.0259305,0.0259305,0.0259305,-0.0963924,-0.0963924,-0.0963924,-0.0963924,-0.0963924,-0.0970719,-0.0970719,-0.0970719,-0.0970719,-0.0970719,-0.0961379,-0.0961379,-0.0961379,-0.0961379,-0.0961379,-0.120523,-0.120523,-0.120523,-0.120523,-0.120523,-0.0917993,-0.0917993,-0.0917993,-0.0917993,-0.0917993,-0.0927235,-0.0927235,-0.0927235,-0.0927235,-0.0927235,-0.0803028,-0.0803028,-0.0803028,-0.0803028,-0.0803028,-0.0956966,-0.0956966,-0.0956966,-0.0956966,-0.0956966,-0.0942156,-0.0942156,-0.0942156,-0.0942156,-0.0942156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,FodderHerb_MissouriR_RFD_lo,0.228294,0.0259305,0.0259305,0.0259305,0.0259305,0.0259305,-0.0468135,-0.0468135,-0.0468135,-0.0468135,-0.0468135,-0.032862,-0.032862,-0.032862,-0.032862,-0.032862,-0.0436097,-0.0436097,-0.0436097,-0.0436097,-0.0436097,-0.0335554,-0.0335554,-0.0335554,-0.0335554,-0.0335554,-0.0208702,-0.0208702,-0.0208702,-0.0208702,-0.0208702,-0.0195932,-0.0195932,-0.0195932,-0.0195932,-0.0195932,-0.0141409,-0.0141409,-0.0141409,-0.0141409,-0.0141409,-0.0175664,-0.0175664,-0.0175664,-0.0175664,-0.0175664,-0.0150948,-0.0150948,-0.0150948,-0.0150948,-0.0150948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Forest_MissouriR,-0.0714945,-0.0194835,-0.0239999,-0.0325759,-0.0444863,-0.0591033,0.277617,0.260984,0.244028,0.226914,0.209781,0.170882,0.154404,0.138391,0.122872,0.107867,0.0775374,0.0636722,0.0503863,0.0376718,0.0255183,0.0329153,0.0222493,0.012316,0.00306003,-0.00556923,-0.0830815,-0.089818,-0.0956474,-0.100681,-0.105016,-0.134796,-0.137634,-0.13982,-0.141447,-0.142595,-0.191163,-0.191235,-0.190844,-0.190071,-0.188982,-0.142304,-0.139744,-0.136489,-0.132676,-0.128422,-0.161101,-0.15559,-0.14955,-0.143108,-0.136372,-0.377839,-0.369029,-0.35924,-0.348697,-0.337596,-0.326099,-0.31435,-0.302465,-0.290547,-0.278678,-0.26693,-0.255359,-0.244012,-0.232928,-0.222136,-0.211659,-0.201513,-0.191712,-0.182263,-0.173171,-0.164436,-0.156056,-0.14803,-0.140351,-0.133013,-0.126007,-0.119326,-0.112959,-0.106898,-0.101131,-0.095648,-0.0904384,-0.0854914,-0.0807964,-0.0763426,-0.0721199,-0.0681178,-0.0643264,-0.0607359,-0.057337,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Grassland_MissouriR,-2.42785,-2.21449,-2.12501,-2.09637,-2.09581,-2.10673,-1.84819,-1.56046,-1.24464,-0.954483,-0.708823,-0.520902,-0.364627,-0.243917,-0.151822,-0.0821612,-0.0405854,-0.0014051,0.0278271,0.0495876,0.0657593,0.0905597,0.0994684,0.106072,0.110963,0.114585,0.0915489,0.0935258,0.0949866,0.0960664,0.0968648,0.0883629,0.0887974,0.0891181,0.089355,0.08953,0.0701022,0.0701938,0.07026,0.0703082,0.0703435,0.106013,0.10604,0.106062,0.106079,0.106093,0.096747,0.0967531,0.0967571,0.0967598,0.0967616,1.35E-04,1.16E-04,9.47E-05,7.49E-05,5.81E-05,4.44E-05,3.37E-05,2.54E-05,1.91E-05,1.42E-05,1.06E-05,7.91E-06,5.88E-06,4.37E-06,3.24E-06,2.41E-06,1.78E-06,1.32E-06,9.81E-07,7.27E-07,5.39E-07,3.99E-07,2.96E-07,2.19E-07,1.62E-07,1.20E-07,8.91E-08,6.60E-08,4.89E-08,3.62E-08,2.68E-08,1.99E-08,1.47E-08,1.09E-08,8.08E-09,5.99E-09,4.44E-09,3.29E-09,2.43E-09,1.80E-09,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,MiscCrop_MissouriR_IRR_hi,-3.65E-05,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,1.17E-05,1.17E-05,1.17E-05,1.17E-05,1.17E-05,5.31E-05,5.31E-05,5.31E-05,5.31E-05,5.31E-05,3.51E-05,3.51E-05,3.51E-05,3.51E-05,3.51E-05,-1.51E-04,-1.51E-04,-1.51E-04,-1.51E-04,-1.51E-04,-1.08E-04,-1.08E-04,-1.08E-04,-1.08E-04,-1.08E-04,-1.01E-04,-1.01E-04,-1.01E-04,-1.01E-04,-1.01E-04,-9.37E-05,-9.37E-05,-9.37E-05,-9.37E-05,-9.37E-05,-7.18E-05,-7.18E-05,-7.18E-05,-7.18E-05,-7.18E-05,-4.88E-05,-4.88E-05,-4.88E-05,-4.88E-05,-4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,MiscCrop_MissouriR_IRR_lo,-3.65E-05,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,7.57E-06,7.57E-06,7.57E-06,7.57E-06,7.57E-06,2.20E-05,2.20E-05,2.20E-05,2.20E-05,2.20E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,-4.99E-05,-4.99E-05,-4.99E-05,-4.99E-05,-4.99E-05,-6.65E-05,-6.65E-05,-6.65E-05,-6.65E-05,-6.65E-05,-2.75E-05,-2.75E-05,-2.75E-05,-2.75E-05,-2.75E-05,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-1.05E-05,-1.05E-05,-1.05E-05,-1.05E-05,-1.05E-05,-3.97E-05,-3.97E-05,-3.97E-05,-3.97E-05,-3.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,MiscCrop_MissouriR_RFD_hi,-1.84E-04,-7.33E-04,-7.33E-04,-7.33E-04,-7.33E-04,-7.33E-04,-1.00E-04,-1.00E-04,-1.00E-04,-1.00E-04,-1.00E-04,-1.58E-05,-1.58E-05,-1.58E-05,-1.58E-05,-1.58E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.44E-05,-2.44E-05,-7.31E-04,-7.31E-04,-7.31E-04,-7.31E-04,-7.31E-04,-6.50E-04,-6.50E-04,-6.50E-04,-6.50E-04,-6.50E-04,-5.35E-04,-5.35E-04,-5.35E-04,-5.35E-04,-5.35E-04,-4.94E-04,-4.94E-04,-4.94E-04,-4.94E-04,-4.94E-04,-3.28E-04,-3.28E-04,-3.28E-04,-3.28E-04,-3.28E-04,-4.03E-04,-4.03E-04,-4.03E-04,-4.03E-04,-4.03E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,MiscCrop_MissouriR_RFD_lo,-1.84E-04,-7.33E-04,-7.33E-04,-7.33E-04,-7.33E-04,-7.33E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,2.07E-04,2.07E-04,2.07E-04,2.07E-04,2.07E-04,2.02E-04,2.02E-04,2.02E-04,2.02E-04,2.02E-04,-3.91E-04,-3.91E-04,-3.91E-04,-3.91E-04,-3.91E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.32E-04,-1.32E-04,-1.32E-04,-1.32E-04,-1.32E-04,-1.10E-04,-1.10E-04,-1.10E-04,-1.10E-04,-1.10E-04,-2.17E-04,-2.17E-04,-2.17E-04,-2.17E-04,-2.17E-04,-3.92E-05,-3.92E-05,-3.92E-05,-3.92E-05,-3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OilCrop_MissouriR_IRR_hi,2.89E-04,1.73E-04,1.73E-04,1.73E-04,1.73E-04,1.73E-04,-3.62E-04,-3.62E-04,-3.62E-04,-3.62E-04,-3.62E-04,-1.50E-04,-1.50E-04,-1.50E-04,-1.50E-04,-1.50E-04,-1.47E-04,-1.47E-04,-1.47E-04,-1.47E-04,-1.47E-04,-8.19E-05,-8.19E-05,-8.19E-05,-8.19E-05,-8.19E-05,-5.82E-05,-5.82E-05,-5.82E-05,-5.82E-05,-5.82E-05,-4.68E-05,-4.68E-05,-4.68E-05,-4.68E-05,-4.68E-05,-3.13E-05,-3.13E-05,-3.13E-05,-3.13E-05,-3.13E-05,-6.32E-05,-6.32E-05,-6.32E-05,-6.32E-05,-6.32E-05,-5.10E-05,-5.10E-05,-5.10E-05,-5.10E-05,-5.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OilCrop_MissouriR_IRR_lo,2.89E-04,1.73E-04,1.73E-04,1.73E-04,1.73E-04,1.73E-04,-1.95E-04,-1.95E-04,-1.95E-04,-1.95E-04,-1.95E-04,-4.16E-05,-4.16E-05,-4.16E-05,-4.16E-05,-4.16E-05,-2.67E-05,-2.67E-05,-2.67E-05,-2.67E-05,-2.67E-05,-1.23E-05,-1.23E-05,-1.23E-05,-1.23E-05,-1.23E-05,-1.50E-06,-1.50E-06,-1.50E-06,-1.50E-06,-1.50E-06,-1.37E-06,-1.37E-06,-1.37E-06,-1.37E-06,-1.37E-06,2.71E-06,2.71E-06,2.71E-06,2.71E-06,2.71E-06,-7.38E-06,-7.38E-06,-7.38E-06,-7.38E-06,-7.38E-06,-2.54E-06,-2.54E-06,-2.54E-06,-2.54E-06,-2.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OilCrop_MissouriR_RFD_hi,0.00941392,0.00563643,0.00563643,0.00563643,0.00563643,0.00563643,-0.0107086,-0.0107086,-0.0107086,-0.0107086,-0.0107086,-0.00404855,-0.00404855,-0.00404855,-0.00404855,-0.00404855,-0.00367144,-0.00367144,-0.00367144,-0.00367144,-0.00367144,-0.00227669,-0.00227669,-0.00227669,-0.00227669,-0.00227669,-0.00142004,-0.00142004,-0.00142004,-0.00142004,-0.00142004,-0.00117995,-0.00117995,-0.00117995,-0.00117995,-0.00117995,-6.01E-04,-6.01E-04,-6.01E-04,-6.01E-04,-6.01E-04,-0.00209504,-0.00209504,-0.00209504,-0.00209504,-0.00209504,-0.00180474,-0.00180474,-0.00180474,-0.00180474,-0.00180474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OilCrop_MissouriR_RFD_lo,0.00941392,0.00563643,0.00563643,0.00563643,0.00563643,0.00563643,-0.00632063,-0.00632063,-0.00632063,-0.00632063,-0.00632063,-9.43E-04,-9.43E-04,-9.43E-04,-9.43E-04,-9.43E-04,-9.63E-04,-9.63E-04,-9.63E-04,-9.63E-04,-9.63E-04,-2.23E-04,-2.23E-04,-2.23E-04,-2.23E-04,-2.23E-04,-1.27E-04,-1.27E-04,-1.27E-04,-1.27E-04,-1.27E-04,1.26E-04,1.26E-04,1.26E-04,1.26E-04,1.26E-04,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,-3.28E-04,-3.28E-04,-3.28E-04,-3.28E-04,-3.28E-04,-1.74E-04,-1.74E-04,-1.74E-04,-1.74E-04,-1.74E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OtherArableLand_MissouriR,1.17972,1.27523,1.27523,1.27523,1.27523,1.27523,0.0880085,0.0880085,0.0880085,0.0880085,0.0880085,0.0757078,0.0757078,0.0757078,0.0757078,0.0757078,0.0651158,0.0651158,0.0651158,0.0651158,0.0651158,0.0703493,0.0703493,0.0703493,0.0703493,0.0703493,0.0530776,0.0530776,0.0530776,0.0530776,0.0530776,0.0466979,0.0466979,0.0466979,0.0466979,0.0466979,0.0350115,0.0350115,0.0350115,0.0350115,0.0350115,0.053793,0.053793,0.053793,0.053793,0.053793,0.0478184,0.0478184,0.0478184,0.0478184,0.0478184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OtherGrain_MissouriR_IRR_hi,0.00513525,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-4.04E-05,-4.04E-05,-4.04E-05,-4.04E-05,-4.04E-05,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.54E-04,-2.54E-04,-2.54E-04,-2.54E-04,-2.54E-04,-7.75E-04,-7.75E-04,-7.75E-04,-7.75E-04,-7.75E-04,-5.09E-04,-5.09E-04,-5.09E-04,-5.09E-04,-5.09E-04,-3.48E-04,-3.48E-04,-3.48E-04,-3.48E-04,-3.48E-04,-2.85E-04,-2.85E-04,-2.85E-04,-2.85E-04,-2.85E-04,-7.02E-04,-7.02E-04,-7.02E-04,-7.02E-04,-7.02E-04,-6.20E-04,-6.20E-04,-6.20E-04,-6.20E-04,-6.20E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OtherGrain_MissouriR_IRR_lo,0.00513525,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-2.45E-04,-2.45E-04,-2.45E-04,-2.45E-04,-2.45E-04,3.66E-05,3.66E-05,3.66E-05,3.66E-05,3.66E-05,-1.03E-05,-1.03E-05,-1.03E-05,-1.03E-05,-1.03E-05,-1.46E-04,-1.46E-04,-1.46E-04,-1.46E-04,-1.46E-04,-1.78E-04,-1.78E-04,-1.78E-04,-1.78E-04,-1.78E-04,-1.38E-04,-1.38E-04,-1.38E-04,-1.38E-04,-1.38E-04,-2.15E-05,-2.15E-05,-2.15E-05,-2.15E-05,-2.15E-05,-1.53E-04,-1.53E-04,-1.53E-04,-1.53E-04,-1.53E-04,-2.25E-04,-2.25E-04,-2.25E-04,-2.25E-04,-2.25E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OtherGrain_MissouriR_RFD_hi,0.0387911,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.00182776,-0.00182776,-0.00182776,-0.00182776,-0.00182776,-0.00402705,-0.00402705,-0.00402705,-0.00402705,-0.00402705,-0.00395552,-0.00395552,-0.00395552,-0.00395552,-0.00395552,-0.00684351,-0.00684351,-0.00684351,-0.00684351,-0.00684351,-0.0049932,-0.0049932,-0.0049932,-0.0049932,-0.0049932,-0.00411708,-0.00411708,-0.00411708,-0.00411708,-0.00411708,-0.00308048,-0.00308048,-0.00308048,-0.00308048,-0.00308048,-0.00574279,-0.00574279,-0.00574279,-0.00574279,-0.00574279,-0.00512104,-0.00512104,-0.00512104,-0.00512104,-0.00512104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,OtherGrain_MissouriR_RFD_lo,0.0387911,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.00233186,-0.00233186,-0.00233186,-0.00233186,-0.00233186,-3.24E-04,-3.24E-04,-3.24E-04,-3.24E-04,-3.24E-04,-2.73E-04,-2.73E-04,-2.73E-04,-2.73E-04,-2.73E-04,-0.00177845,-0.00177845,-0.00177845,-0.00177845,-0.00177845,-0.00139726,-0.00139726,-0.00139726,-0.00139726,-0.00139726,-4.09E-04,-4.09E-04,-4.09E-04,-4.09E-04,-4.09E-04,-8.39E-04,-8.39E-04,-8.39E-04,-8.39E-04,-8.39E-04,-0.00109201,-0.00109201,-0.00109201,-0.00109201,-0.00109201,-0.00168085,-0.00168085,-0.00168085,-0.00168085,-0.00168085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,Pasture_MissouriR,-0.178704,-0.200095,-0.20933,-0.212543,-0.212932,-0.212127,-0.199711,-0.175714,-0.149815,-0.126171,-0.106209,-0.0900509,-0.0773077,-0.0674432,-0.0599027,-0.0541889,-0.0499168,-0.0467536,-0.044411,-0.042676,-0.041391,-0.0402925,-0.0392896,-0.0384429,-0.0377587,-0.0372206,-0.0367673,-0.0363736,-0.0360502,-0.0357932,-0.0355932,-0.0351948,-0.0345807,-0.0339508,-0.0333881,-0.0329185,-0.03247,-0.0320292,-0.0316432,-0.0313246,-0.0310707,-0.030921,-0.0308671,-0.0308585,-0.0308692,-0.0308866,-0.0307877,-0.0305666,-0.0303217,-0.0300957,-0.0299038,-0.027784,-0.0236731,-0.0192334,-0.0151792,-0.0117558,-0.00898927,-0.00681326,-0.00513183,-0.00384809,-0.00287617,-0.00214467,-0.00159647,-0.0011869,-8.82E-04,-6.54E-04,-4.85E-04,-3.60E-04,-2.67E-04,-1.98E-04,-1.47E-04,-1.09E-04,-8.05E-05,-5.97E-05,-4.42E-05,-3.27E-05,-2.43E-05,-1.80E-05,-1.33E-05,-9.87E-06,-7.31E-06,-5.41E-06,-4.01E-06,-2.97E-06,-2.20E-06,-1.63E-06,-1.21E-06,-8.95E-07,-6.63E-07,-4.91E-07,-3.64E-07,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,ProtectedGrassland_MissouriR,-0.218801,-0.199573,-0.191509,-0.188928,-0.188877,-0.189861,-0.177886,-0.152215,-0.123978,-0.0980001,-0.075978,-0.0581396,-0.0440882,-0.0332197,-0.0249162,-0.0186265,-0.0138912,-0.0103415,-0.00768896,-0.00571137,-0.00423946,-0.00314527,-0.00233259,-0.00172941,-0.00128194,-9.50E-04,-7.04E-04,-5.22E-04,-3.87E-04,-2.86E-04,-2.12E-04,-1.57E-04,-1.16E-04,-8.63E-05,-6.39E-05,-4.74E-05,-3.51E-05,-2.60E-05,-1.93E-05,-1.43E-05,-1.06E-05,-7.83E-06,-5.80E-06,-4.30E-06,-3.18E-06,-2.36E-06,-1.75E-06,-1.29E-06,-9.59E-07,-7.10E-07,-5.26E-07,-3.90E-07,-2.89E-07,-2.14E-07,-1.58E-07,-1.17E-07,-8.70E-08,-6.44E-08,-4.77E-08,-3.54E-08,-2.62E-08,-1.94E-08,-1.44E-08,-1.07E-08,-7.89E-09,-5.84E-09,-4.33E-09,-3.21E-09,-2.38E-09,-1.76E-09,-1.30E-09,-9.66E-10,-7.16E-10,-5.30E-10,-3.93E-10,-2.91E-10,-2.16E-10,-1.60E-10,-1.18E-10,-8.76E-11,-6.49E-11,-4.81E-11,-3.56E-11,-2.64E-11,-1.96E-11,-1.45E-11,-1.07E-11,-7.95E-12,-5.89E-12,-4.36E-12,-3.23E-12,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,ProtectedShrubland_MissouriR,-0.00474919,-0.00480438,-0.00483458,-0.00484399,-0.00483624,-0.00481444,-0.00476994,-0.00469652,-0.00459989,-0.00448491,-0.00435574,-0.0042159,-0.00406835,-0.00391562,-0.00375979,-0.00360263,-0.00344558,-0.00328983,-0.00313636,-0.00298595,-0.00283921,-0.00269663,-0.00255857,-0.00242528,-0.00229696,-0.0021737,-0.00205557,-0.00194256,-0.00183463,-0.00173172,-0.00163372,-0.00154052,-0.001452,-0.00136799,-0.00128835,-0.00121291,-0.00114152,-0.001074,-0.00101018,-9.50E-04,-8.93E-04,-8.39E-04,-7.89E-04,-7.41E-04,-6.96E-04,-6.54E-04,-6.14E-04,-5.76E-04,-5.41E-04,-5.08E-04,-4.77E-04,-4.47E-04,-4.20E-04,-3.94E-04,-3.69E-04,-3.46E-04,-3.25E-04,-3.05E-04,-2.86E-04,-2.68E-04,-2.51E-04,-2.36E-04,-2.21E-04,-2.07E-04,-1.94E-04,-1.82E-04,-1.71E-04,-1.60E-04,-1.50E-04,-1.41E-04,-1.32E-04,-1.24E-04,-1.16E-04,-1.08E-04,-1.02E-04,-9.53E-05,-8.93E-05,-8.37E-05,-7.84E-05,-7.35E-05,-6.89E-05,-6.45E-05,-6.05E-05,-5.67E-05,-5.31E-05,-4.98E-05,-4.66E-05,-4.37E-05,-4.09E-05,-3.84E-05,-3.59E-05,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,ProtectedUnmanagedForest_MissouriR,-0.12393,-0.126604,-0.136164,-0.14317,-0.147996,-0.150971,-0.162494,-0.16264,-0.161691,-0.159834,-0.15723,-0.154019,-0.150324,-0.146247,-0.141878,-0.137295,-0.132563,-0.127737,-0.122865,-0.117987,-0.113135,-0.108338,-0.103617,-0.0989915,-0.0944762,-0.0900825,-0.0858193,-0.0816933,-0.077709,-0.0738693,-0.0701757,-0.0666284,-0.0632267,-0.0599689,-0.056853,-0.0538759,-0.0510344,-0.048325,-0.0457436,-0.0432862,-0.0409486,-0.0387264,-0.0366153,-0.0346108,-0.0327085,-0.0309043,-0.0291937,-0.0275727,-0.0260371,-0.024583,-0.0232066,-0.0219041,-0.0206719,-0.0195066,-0.0184047,-0.0173632,-0.0163789,-0.0154489,-0.0145703,-0.0137406,-0.012957,-0.0122172,-0.0115188,-0.0108596,-0.0102374,-0.00965037,-0.00909647,-0.0085739,-0.00808096,-0.00761601,-0.00717749,-0.00676395,-0.00637398,-0.00600628,-0.0056596,-0.00533276,-0.00502464,-0.00473419,-0.00446041,-0.00420235,-0.00395913,-0.00372991,-0.00351388,-0.0033103,-0.00311846,-0.00293768,-0.00276734,-0.00260683,-0.0024556,-0.00231311,-0.00217885,MtC/yr
"SOY1BG,date=2025-12-2T15:44:08-08:00",USA,ProtectedUnmanagedPasture_MissouriR,-0.221697,-0.219768,-0.206673,-0.190569,-0.175124,-0.161754,-0.1431,-0.118782,-0.0950047,-0.0742277,-0.0571002,-0.0434594,-0.0328314,-0.024671,-0.0184682,-0.0137867,-0.0102711,-0.00764069,-0.00567774,-0.00421571,-0.0031283,-0.00232038,-0.00172055,-0.00127548,-9.45E-04,-7.01E-04,-5.19E-04,-3.85E-04,-2.85E-04,-2.11E-04,-1.56E-04,-1.16E-04,-8.59E-05,-6.36E-05,-4.71E-05,-3.49E-05,-2.59E-05,-1.92E-05,-1.42E-05,-1.05E-05,-7.79E-06,-5.77E-06,-4.28E-06,-3.17E-06,-2.35E-06,-1.74E-06,-1.29E-06,-9.54E-07,-7.07E-07,-5.24E-07,-3.88E-07,-2.87E-07,-2.13E-07,-1.58E-07,-1.17E-07,-8.66E-08,-6.41E-08,-4.75E-08,-3.52E-08,-2.61E-08,-1.93E-08,-1.43E-08,-1.06E-08,-7.85E-09,-5.82E-09,-4.31E-09,-3.19E-09,-2.36E-09,-1.75E-09,-1.30E-09,-9.62E-10,-7.12E-10,-5.28E-10,-3.91E-10,-2.90E-10,-2.15E-10,-1.59E-10,-1.18E-10,-8.72E-11,-6.46E-11,-4.79E-11,-3.55E-11,-2.63E-11,-1.95E-11,-1.44E-11,-1.07E-11,-7.91E-12,-5.86E-12,-4.34E-12,-3.22E-12,-2.38E-12,MtC/yr
