scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,OtherArableLand_MissouriR,1.17972,1.27523,1.27523,1.27523,1.27523,1.27523,0.0880085,0.0880085,0.0880085,0.0880085,0.0880085,0.0738811,0.0738811,0.0738811,0.0738811,0.0738811,0.0638187,0.0638187,0.0638187,0.0638187,0.0638187,0.0709913,0.0709913,0.0709913,0.0709913,0.0709913,0.0535806,0.0535806,0.0535806,0.0535806,0.0535806,0.0469208,0.0469208,0.0469208,0.0469208,0.0469208,0.0352374,0.0352374,0.0352374,0.0352374,0.0352374,0.0537181,0.0537181,0.0537181,0.0537181,0.0537181,0.0477098,0.0477098,0.0477098,0.0477098,0.0477098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,OtherGrain_MissouriR_IRR_hi,0.00513525,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-4.04E-05,-4.04E-05,-4.04E-05,-4.04E-05,-4.04E-05,-2.83E-04,-2.83E-04,-2.83E-04,-2.83E-04,-2.83E-04,-2.81E-04,-2.81E-04,-2.81E-04,-2.81E-04,-2.81E-04,-7.70E-04,-7.70E-04,-7.70E-04,-7.70E-04,-7.70E-04,-5.03E-04,-5.03E-04,-5.03E-04,-5.03E-04,-5.03E-04,-3.43E-04,-3.43E-04,-3.43E-04,-3.43E-04,-3.43E-04,-2.80E-04,-2.80E-04,-2.80E-04,-2.80E-04,-2.80E-04,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-7.00E-04,-6.18E-04,-6.18E-04,-6.18E-04,-6.18E-04,-6.18E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,OtherGrain_MissouriR_IRR_lo,0.00513525,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-0.00333131,-2.45E-04,-2.45E-04,-2.45E-04,-2.45E-04,-2.45E-04,1.56E-05,1.56E-05,1.56E-05,1.56E-05,1.56E-05,-2.76E-05,-2.76E-05,-2.76E-05,-2.76E-05,-2.76E-05,-1.41E-04,-1.41E-04,-1.41E-04,-1.41E-04,-1.41E-04,-1.75E-04,-1.75E-04,-1.75E-04,-1.75E-04,-1.75E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.88E-05,-1.88E-05,-1.88E-05,-1.88E-05,-1.88E-05,-1.52E-04,-1.52E-04,-1.52E-04,-1.52E-04,-1.52E-04,-2.25E-04,-2.25E-04,-2.25E-04,-2.25E-04,-2.25E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,OtherGrain_MissouriR_RFD_hi,0.0387911,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.00182776,-0.00182776,-0.00182776,-0.00182776,-0.00182776,-0.00427236,-0.00427236,-0.00427236,-0.00427236,-0.00427236,-0.00418058,-0.00418058,-0.00418058,-0.00418058,-0.00418058,-0.00682144,-0.00682144,-0.00682144,-0.00682144,-0.00682144,-0.00497303,-0.00497303,-0.00497303,-0.00497303,-0.00497303,-0.00409801,-0.00409801,-0.00409801,-0.00409801,-0.00409801,-0.0030599,-0.0030599,-0.0030599,-0.0030599,-0.0030599,-0.00573911,-0.00573911,-0.00573911,-0.00573911,-0.00573911,-0.00511786,-0.00511786,-0.00511786,-0.00511786,-0.00511786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,OtherGrain_MissouriR_RFD_lo,0.0387911,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.0251643,-0.00233186,-0.00233186,-0.00233186,-0.00233186,-0.00233186,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.84E-04,-4.08E-04,-4.08E-04,-4.08E-04,-4.08E-04,-4.08E-04,-0.00174789,-0.00174789,-0.00174789,-0.00174789,-0.00174789,-0.00137281,-0.00137281,-0.00137281,-0.00137281,-0.00137281,-3.91E-04,-3.91E-04,-3.91E-04,-3.91E-04,-3.91E-04,-8.22E-04,-8.22E-04,-8.22E-04,-8.22E-04,-8.22E-04,-0.00108654,-0.00108654,-0.00108654,-0.00108654,-0.00108654,-0.00167785,-0.00167785,-0.00167785,-0.00167785,-0.00167785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Pasture_MissouriR,-0.178704,-0.200095,-0.20933,-0.212543,-0.212932,-0.212127,-0.199711,-0.175714,-0.149815,-0.126171,-0.106209,-0.0900625,-0.0773431,-0.0675044,-0.0599876,-0.0542937,-0.0500387,-0.0468897,-0.0445587,-0.0428328,-0.0415547,-0.0404491,-0.039425,-0.0385538,-0.0378466,-0.0372889,-0.0368196,-0.0364135,-0.0360806,-0.0358164,-0.0356109,-0.0352088,-0.0345925,-0.0339613,-0.0333977,-0.0329276,-0.0324779,-0.0320354,-0.0316476,-0.0313273,-0.031072,-0.0309223,-0.0308697,-0.0308627,-0.0308751,-0.0308939,-0.0307962,-0.0305758,-0.0303313,-0.0301056,-0.029914,-0.0277936,-0.0236813,-0.0192401,-0.0151845,-0.01176,-0.00899244,-0.00681567,-0.00513364,-0.00384945,-0.00287719,-0.00214543,-0.00159704,-0.00118732,-8.82E-04,-6.55E-04,-4.86E-04,-3.60E-04,-2.67E-04,-1.98E-04,-1.47E-04,-1.09E-04,-8.05E-05,-5.97E-05,-4.42E-05,-3.28E-05,-2.43E-05,-1.80E-05,-1.33E-05,-9.87E-06,-7.31E-06,-5.42E-06,-4.01E-06,-2.97E-06,-2.20E-06,-1.63E-06,-1.21E-06,-8.95E-07,-6.63E-07,-4.91E-07,-3.64E-07,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,ProtectedGrassland_MissouriR,-0.218801,-0.199573,-0.191509,-0.188928,-0.188877,-0.189861,-0.177886,-0.152215,-0.123978,-0.0980001,-0.075978,-0.0581396,-0.0440882,-0.0332197,-0.0249162,-0.0186265,-0.0138912,-0.0103415,-0.00768896,-0.00571137,-0.00423946,-0.00314527,-0.00233259,-0.00172941,-0.00128194,-9.50E-04,-7.04E-04,-5.22E-04,-3.87E-04,-2.86E-04,-2.12E-04,-1.57E-04,-1.16E-04,-8.63E-05,-6.39E-05,-4.74E-05,-3.51E-05,-2.60E-05,-1.93E-05,-1.43E-05,-1.06E-05,-7.83E-06,-5.80E-06,-4.30E-06,-3.18E-06,-2.36E-06,-1.75E-06,-1.29E-06,-9.59E-07,-7.10E-07,-5.26E-07,-3.90E-07,-2.89E-07,-2.14E-07,-1.58E-07,-1.17E-07,-8.70E-08,-6.44E-08,-4.77E-08,-3.54E-08,-2.62E-08,-1.94E-08,-1.44E-08,-1.07E-08,-7.89E-09,-5.84E-09,-4.33E-09,-3.21E-09,-2.38E-09,-1.76E-09,-1.30E-09,-9.66E-10,-7.16E-10,-5.30E-10,-3.93E-10,-2.91E-10,-2.16E-10,-1.60E-10,-1.18E-10,-8.76E-11,-6.49E-11,-4.81E-11,-3.56E-11,-2.64E-11,-1.96E-11,-1.45E-11,-1.07E-11,-7.95E-12,-5.89E-12,-4.36E-12,-3.23E-12,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,ProtectedShrubland_MissouriR,-0.00474919,-0.00480438,-0.00483458,-0.00484399,-0.00483624,-0.00481444,-0.00476994,-0.00469652,-0.00459989,-0.00448491,-0.00435574,-0.0042159,-0.00406835,-0.00391562,-0.00375979,-0.00360263,-0.00344558,-0.00328983,-0.00313636,-0.00298595,-0.00283921,-0.00269663,-0.00255857,-0.00242528,-0.00229696,-0.0021737,-0.00205557,-0.00194256,-0.00183463,-0.00173172,-0.00163372,-0.00154052,-0.001452,-0.00136799,-0.00128835,-0.00121291,-0.00114152,-0.001074,-0.00101018,-9.50E-04,-8.93E-04,-8.39E-04,-7.89E-04,-7.41E-04,-6.96E-04,-6.54E-04,-6.14E-04,-5.76E-04,-5.41E-04,-5.08E-04,-4.77E-04,-4.47E-04,-4.20E-04,-3.94E-04,-3.69E-04,-3.46E-04,-3.25E-04,-3.05E-04,-2.86E-04,-2.68E-04,-2.51E-04,-2.36E-04,-2.21E-04,-2.07E-04,-1.94E-04,-1.82E-04,-1.71E-04,-1.60E-04,-1.50E-04,-1.41E-04,-1.32E-04,-1.24E-04,-1.16E-04,-1.08E-04,-1.02E-04,-9.53E-05,-8.93E-05,-8.37E-05,-7.84E-05,-7.35E-05,-6.89E-05,-6.45E-05,-6.05E-05,-5.67E-05,-5.31E-05,-4.98E-05,-4.66E-05,-4.37E-05,-4.09E-05,-3.84E-05,-3.59E-05,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,ProtectedUnmanagedForest_MissouriR,-0.12393,-0.126604,-0.136164,-0.14317,-0.147996,-0.150971,-0.162494,-0.16264,-0.161691,-0.159834,-0.15723,-0.154019,-0.150324,-0.146247,-0.141878,-0.137295,-0.132563,-0.127737,-0.122865,-0.117987,-0.113135,-0.108338,-0.103617,-0.0989915,-0.0944762,-0.0900825,-0.0858193,-0.0816933,-0.077709,-0.0738693,-0.0701757,-0.0666284,-0.0632267,-0.0599689,-0.056853,-0.0538759,-0.0510344,-0.048325,-0.0457436,-0.0432862,-0.0409486,-0.0387264,-0.0366153,-0.0346108,-0.0327085,-0.0309043,-0.0291937,-0.0275727,-0.0260371,-0.024583,-0.0232066,-0.0219041,-0.0206719,-0.0195066,-0.0184047,-0.0173632,-0.0163789,-0.0154489,-0.0145703,-0.0137406,-0.012957,-0.0122172,-0.0115188,-0.0108596,-0.0102374,-0.00965037,-0.00909647,-0.0085739,-0.00808096,-0.00761601,-0.00717749,-0.00676395,-0.00637398,-0.00600628,-0.0056596,-0.00533276,-0.00502464,-0.00473419,-0.00446041,-0.00420235,-0.00395913,-0.00372991,-0.00351388,-0.0033103,-0.00311846,-0.00293768,-0.00276734,-0.00260683,-0.0024556,-0.00231311,-0.00217885,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,ProtectedUnmanagedPasture_MissouriR,-0.221697,-0.219768,-0.206673,-0.190569,-0.175124,-0.161754,-0.1431,-0.118782,-0.0950047,-0.0742277,-0.0571002,-0.0434594,-0.0328314,-0.024671,-0.0184682,-0.0137867,-0.0102711,-0.00764069,-0.00567774,-0.00421571,-0.0031283,-0.00232038,-0.00172055,-0.00127548,-9.45E-04,-7.01E-04,-5.19E-04,-3.85E-04,-2.85E-04,-2.11E-04,-1.56E-04,-1.16E-04,-8.59E-05,-6.36E-05,-4.71E-05,-3.49E-05,-2.59E-05,-1.92E-05,-1.42E-05,-1.05E-05,-7.79E-06,-5.77E-06,-4.28E-06,-3.17E-06,-2.35E-06,-1.74E-06,-1.29E-06,-9.54E-07,-7.07E-07,-5.24E-07,-3.88E-07,-2.87E-07,-2.13E-07,-1.58E-07,-1.17E-07,-8.66E-08,-6.41E-08,-4.75E-08,-3.52E-08,-2.61E-08,-1.93E-08,-1.43E-08,-1.06E-08,-7.85E-09,-5.82E-09,-4.31E-09,-3.19E-09,-2.36E-09,-1.75E-09,-1.30E-09,-9.62E-10,-7.12E-10,-5.28E-10,-3.91E-10,-2.90E-10,-2.15E-10,-1.59E-10,-1.18E-10,-8.72E-11,-6.46E-11,-4.79E-11,-3.55E-11,-2.63E-11,-1.95E-11,-1.44E-11,-1.07E-11,-7.91E-12,-5.86E-12,-4.34E-12,-3.22E-12,-2.38E-12,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Rapeseed_MissouriR_IRR_hi,-7.10E-05,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-4.36E-05,-4.36E-05,-4.36E-05,-4.36E-05,-4.36E-05,-1.94E-05,-1.94E-05,-1.94E-05,-1.94E-05,-1.94E-05,-1.77E-05,-1.77E-05,-1.77E-05,-1.77E-05,-1.77E-05,-1.98E-05,-1.98E-05,-1.98E-05,-1.98E-05,-1.98E-05,-1.66E-05,-1.66E-05,-1.66E-05,-1.66E-05,-1.66E-05,-1.79E-05,-1.79E-05,-1.79E-05,-1.79E-05,-1.79E-05,-1.38E-05,-1.38E-05,-1.38E-05,-1.38E-05,-1.38E-05,-2.81E-05,-2.81E-05,-2.81E-05,-2.81E-05,-2.81E-05,-2.67E-05,-2.67E-05,-2.67E-05,-2.67E-05,-2.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Rapeseed_MissouriR_IRR_lo,-7.10E-05,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-1.39E-04,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-2.31E-05,-3.77E-06,-3.77E-06,-3.77E-06,-3.77E-06,-3.77E-06,-2.86E-06,-2.86E-06,-2.86E-06,-2.86E-06,-2.86E-06,-3.05E-06,-3.05E-06,-3.05E-06,-3.05E-06,-3.05E-06,-4.40E-06,-4.40E-06,-4.40E-06,-4.40E-06,-4.40E-06,-4.68E-06,-4.68E-06,-4.68E-06,-4.68E-06,-4.68E-06,-3.09E-06,-3.09E-06,-3.09E-06,-3.09E-06,-3.09E-06,-7.47E-06,-7.47E-06,-7.47E-06,-7.47E-06,-7.47E-06,-6.55E-06,-6.55E-06,-6.55E-06,-6.55E-06,-6.55E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Rapeseed_MissouriR_RFD_hi,-0.00214419,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00132652,-0.00132652,-0.00132652,-0.00132652,-0.00132652,-5.97E-04,-5.97E-04,-5.97E-04,-5.97E-04,-5.97E-04,-5.49E-04,-5.49E-04,-5.49E-04,-5.49E-04,-5.49E-04,-6.11E-04,-6.11E-04,-6.11E-04,-6.11E-04,-6.11E-04,-5.14E-04,-5.14E-04,-5.14E-04,-5.14E-04,-5.14E-04,-5.55E-04,-5.55E-04,-5.55E-04,-5.55E-04,-5.55E-04,-4.29E-04,-4.29E-04,-4.29E-04,-4.29E-04,-4.29E-04,-8.65E-04,-8.65E-04,-8.65E-04,-8.65E-04,-8.65E-04,-8.25E-04,-8.25E-04,-8.25E-04,-8.25E-04,-8.25E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Rapeseed_MissouriR_RFD_lo,-0.00214419,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-0.00418776,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-7.01E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-8.90E-05,-8.90E-05,-8.90E-05,-8.90E-05,-8.90E-05,-9.45E-05,-9.45E-05,-9.45E-05,-9.45E-05,-9.45E-05,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.35E-04,-1.43E-04,-1.43E-04,-1.43E-04,-1.43E-04,-1.43E-04,-9.51E-05,-9.51E-05,-9.51E-05,-9.51E-05,-9.51E-05,-2.27E-04,-2.27E-04,-2.27E-04,-2.27E-04,-2.27E-04,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,-2.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,RootTuber_MissouriR_IRR_hi,2.91E-04,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,-2.35E-04,-2.35E-04,-2.35E-04,-2.35E-04,-2.35E-04,-2.59E-04,-2.59E-04,-2.59E-04,-2.59E-04,-2.59E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.40E-04,-2.55E-04,-2.55E-04,-2.55E-04,-2.55E-04,-2.55E-04,-2.11E-04,-2.11E-04,-2.11E-04,-2.11E-04,-2.11E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.80E-04,-1.62E-04,-1.62E-04,-1.62E-04,-1.62E-04,-1.62E-04,-1.53E-04,-1.53E-04,-1.53E-04,-1.53E-04,-1.53E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,-1.45E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,RootTuber_MissouriR_IRR_lo,2.91E-04,1.06E-05,1.06E-05,1.06E-05,1.06E-05,1.06E-05,-1.09E-04,-1.09E-04,-1.09E-04,-1.09E-04,-1.09E-04,-7.33E-05,-7.33E-05,-7.33E-05,-7.33E-05,-7.33E-05,-6.14E-05,-6.14E-05,-6.14E-05,-6.14E-05,-6.14E-05,-5.72E-05,-5.72E-05,-5.72E-05,-5.72E-05,-5.72E-05,-4.91E-05,-4.91E-05,-4.91E-05,-4.91E-05,-4.91E-05,-4.11E-05,-4.11E-05,-4.11E-05,-4.11E-05,-4.11E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-1.28E-05,-1.28E-05,-1.28E-05,-1.28E-05,-1.28E-05,-9.39E-06,-9.39E-06,-9.39E-06,-9.39E-06,-9.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,RootTuber_MissouriR_RFD_hi,4.18E-05,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06,-3.39E-05,-3.39E-05,-3.39E-05,-3.39E-05,-3.39E-05,-3.75E-05,-3.75E-05,-3.75E-05,-3.75E-05,-3.75E-05,-3.55E-05,-3.55E-05,-3.55E-05,-3.55E-05,-3.55E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.70E-05,-3.07E-05,-3.07E-05,-3.07E-05,-3.07E-05,-3.07E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.61E-05,-2.43E-05,-2.43E-05,-2.43E-05,-2.43E-05,-2.43E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.24E-05,-2.13E-05,-2.13E-05,-2.13E-05,-2.13E-05,-2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,RootTuber_MissouriR_RFD_lo,4.18E-05,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06,-1.57E-05,-1.57E-05,-1.57E-05,-1.57E-05,-1.57E-05,-1.06E-05,-1.06E-05,-1.06E-05,-1.06E-05,-1.06E-05,-8.97E-06,-8.97E-06,-8.97E-06,-8.97E-06,-8.97E-06,-8.26E-06,-8.26E-06,-8.26E-06,-8.26E-06,-8.26E-06,-7.08E-06,-7.08E-06,-7.08E-06,-7.08E-06,-7.08E-06,-5.93E-06,-5.93E-06,-5.93E-06,-5.93E-06,-5.93E-06,-5.40E-06,-5.40E-06,-5.40E-06,-5.40E-06,-5.40E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.87E-06,-1.39E-06,-1.39E-06,-1.39E-06,-1.39E-06,-1.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Shrubland_MissouriR,-0.0526978,-0.0533102,-0.0536452,-0.0537497,-0.0536637,-0.0534218,-0.017014,-0.0161397,-0.0150028,-0.0136593,-0.0121566,-0.0142462,-0.0125448,-0.0107873,-0.00899751,-0.00719531,-0.00818255,-0.00640485,-0.00465556,-0.00294334,-0.00127501,0.00464985,0.00621975,0.00773385,0.00919019,0.0105876,0.00485355,0.00612749,0.00734248,0.00849951,0.00959984,0.00803307,0.00902331,0.00996172,0.0108502,0.0116907,0.00711901,0.00786744,0.00857375,0.00923992,0.00986792,0.0201202,0.0206801,0.0212075,0.0217039,0.022171,0.0200137,0.0204264,0.0208142,0.0211786,0.0215209,-0.00473526,-0.00443741,-0.00415823,-0.00389656,-0.0036513,-0.00342144,-0.003206,-0.0030041,-0.00281488,-0.00263756,-0.00247138,-0.00231565,-0.00216971,-0.00203296,-0.00190481,-0.00178473,-0.00167221,-0.00156677,-0.00146797,-0.00137539,-0.00128865,-0.00120737,-0.00113122,-0.00105986,-9.93E-04,-9.30E-04,-8.72E-04,-8.17E-04,-7.65E-04,-7.17E-04,-6.72E-04,-6.29E-04,-5.90E-04,-5.52E-04,-5.17E-04,-4.85E-04,-4.54E-04,-4.26E-04,-3.99E-04,-3.74E-04,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Soybean_MissouriR_IRR_hi,-0.0118651,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.00424516,-0.00424516,-0.00424516,-0.00424516,-0.00424516,-0.00518126,-0.00518126,-0.00518126,-0.00518126,-0.00518126,-0.00282057,-0.00282057,-0.00282057,-0.00282057,-0.00282057,-2.74E-04,-2.74E-04,-2.74E-04,-2.74E-04,-2.74E-04,0.00145779,0.00145779,0.00145779,0.00145779,0.00145779,0.00195647,0.00195647,0.00195647,0.00195647,0.00195647,0.00356213,0.00356213,0.00356213,0.00356213,0.00356213,-0.0050789,-0.0050789,-0.0050789,-0.0050789,-0.0050789,-0.00407591,-0.00407591,-0.00407591,-0.00407591,-0.00407591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Soybean_MissouriR_IRR_lo,-0.0118651,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.0133908,-0.00416208,-0.00416208,-0.00416208,-0.00416208,-0.00416208,-0.00329924,-0.00329924,-0.00329924,-0.00329924,-0.00329924,-0.00202385,-0.00202385,-0.00202385,-0.00202385,-0.00202385,-9.83E-04,-9.83E-04,-9.83E-04,-9.83E-04,-9.83E-04,-8.66E-04,-8.66E-04,-8.66E-04,-8.66E-04,-8.66E-04,-2.17E-04,-2.17E-04,-2.17E-04,-2.17E-04,-2.17E-04,7.84E-04,7.84E-04,7.84E-04,7.84E-04,7.84E-04,-0.00186823,-0.00186823,-0.00186823,-0.00186823,-0.00186823,-7.66E-04,-7.66E-04,-7.66E-04,-7.66E-04,-7.66E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Soybean_MissouriR_RFD_hi,-0.0537182,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0636075,-0.0636075,-0.0636075,-0.0636075,-0.0636075,-0.0693792,-0.0693792,-0.0693792,-0.0693792,-0.0693792,-0.05883,-0.05883,-0.05883,-0.05883,-0.05883,-0.0632465,-0.0632465,-0.0632465,-0.0632465,-0.0632465,-0.0532178,-0.0532178,-0.0532178,-0.0532178,-0.0532178,-0.046703,-0.046703,-0.046703,-0.046703,-0.046703,-0.0328979,-0.0328979,-0.0328979,-0.0328979,-0.0328979,-0.0340607,-0.0340607,-0.0340607,-0.0340607,-0.0340607,-0.0280255,-0.0280255,-0.0280255,-0.0280255,-0.0280255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Soybean_MissouriR_RFD_lo,-0.0537182,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0606253,-0.0303258,-0.0303258,-0.0303258,-0.0303258,-0.0303258,-0.0252194,-0.0252194,-0.0252194,-0.0252194,-0.0252194,-0.0184751,-0.0184751,-0.0184751,-0.0184751,-0.0184751,-0.0165528,-0.0165528,-0.0165528,-0.0165528,-0.0165528,-0.013264,-0.013264,-0.013264,-0.013264,-0.013264,-0.0107821,-0.0107821,-0.0107821,-0.0107821,-0.0107821,-0.00559633,-0.00559633,-0.00559633,-0.00559633,-0.00559633,-0.00626519,-0.00626519,-0.00626519,-0.00626519,-0.00626519,-8.62E-04,-8.62E-04,-8.62E-04,-8.62E-04,-8.62E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,SugarCrop_MissouriR_IRR_hi,0.00362438,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,-2.52E-04,9.16E-04,9.16E-04,9.16E-04,9.16E-04,9.16E-04,0.00107231,0.00107231,0.00107231,0.00107231,0.00107231,0.00120613,0.00120613,0.00120613,0.00120613,0.00120613,-0.00267817,-0.00267817,-0.00267817,-0.00267817,-0.00267817,-0.00305832,-0.00305832,-0.00305832,-0.00305832,-0.00305832,-0.00316451,-0.00316451,-0.00316451,-0.00316451,-0.00316451,-0.00315117,-0.00315117,-0.00315117,-0.00315117,-0.00315117,-0.00125719,-0.00125719,-0.00125719,-0.00125719,-0.00125719,-0.00111286,-0.00111286,-0.00111286,-0.00111286,-0.00111286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
