Series,scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderGrass_MissouriR_RFD_hi,0.478738,0.469168,0.460837,0.453584,0.447271,0.441774,0.274966,0.129751,0.00333339,-0.106719,-0.202525,-0.290912,-0.367858,-0.434842,-0.493156,-0.543921,-0.592097,-0.634037,-0.670548,-0.702333,-0.730002,-0.751479,-0.770176,-0.786453,-0.800622,-0.812957,-0.819879,-0.825904,-0.83115,-0.835716,-0.839692,-0.831921,-0.825155,-0.819266,-0.814139,-0.809676,-0.80194,-0.795205,-0.789343,-0.784239,-0.779796,-0.784855,-0.78926,-0.793094,-0.796432,-0.799338,-0.798123,-0.797066,-0.796145,-0.795344,-0.794646,-0.69178,-0.602229,-0.524271,-0.456405,-0.397323,-0.34589,-0.301115,-0.262136,-0.228202,-0.198662,-0.172945,-0.150557,-0.131068,-0.114101,-0.0993308,-0.0864725,-0.0752787,-0.0655339,-0.0570506,-0.0496654,-0.0432362,-0.0376393,-0.0327669,-0.0285253,-0.0248327,-0.0216181,-0.0188197,-0.0163835,-0.0142626,-0.0124164,-0.0108091,-0.00940983,-0.00819174,-0.00713132,-0.00620818,-0.00540453,-0.00470492,-0.00409587,-0.00356566,-0.00310409,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderGrass_MissouriR_RFD_lo,0.478738,0.469168,0.460837,0.453584,0.447271,0.441774,0.328473,0.229838,0.143971,0.0692201,0.00414543,-0.0420909,-0.0823419,-0.117382,-0.147887,-0.174443,-0.195507,-0.213844,-0.229807,-0.243704,-0.255802,-0.259696,-0.263087,-0.266038,-0.268608,-0.270844,-0.271372,-0.271832,-0.272232,-0.272581,-0.272884,-0.268099,-0.263934,-0.260308,-0.257152,-0.254404,-0.249722,-0.245645,-0.242097,-0.239008,-0.236318,-0.230726,-0.225858,-0.22162,-0.217931,-0.214719,-0.208979,-0.203982,-0.199632,-0.195845,-0.192549,-0.167623,-0.145925,-0.127035,-0.11059,-0.0962744,-0.0838117,-0.0729623,-0.0635174,-0.0552951,-0.0481372,-0.0419058,-0.0364812,-0.0317587,-0.0276475,-0.0240686,-0.0209529,-0.0182406,-0.0158793,-0.0138238,-0.0120343,-0.0104765,-0.00912029,-0.00793967,-0.00691189,-0.00601715,-0.00523823,-0.00456014,-0.00396984,-0.00345594,-0.00300857,-0.00261912,-0.00228007,-0.00198492,-0.00172797,-0.00150429,-0.00130956,-0.00114004,-9.92E-04,-8.64E-04,-7.52E-04,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderHerb_MissouriR_IRR_hi,0.653279,0.586236,0.527871,0.477062,0.43283,0.394324,0.285601,0.190953,0.108557,0.0368268,-0.0256178,-0.078767,-0.125036,-0.165316,-0.200381,-0.230907,-0.260336,-0.285956,-0.308259,-0.327675,-0.344578,-0.369501,-0.391197,-0.410085,-0.426528,-0.440842,-0.438772,-0.43697,-0.435401,-0.434035,-0.432846,-0.431774,-0.43084,-0.430027,-0.429319,-0.428703,-0.420297,-0.41298,-0.40661,-0.401064,-0.396237,-0.40517,-0.412947,-0.419718,-0.425612,-0.430743,-0.434246,-0.437295,-0.439949,-0.44226,-0.444272,-0.386761,-0.336695,-0.29311,-0.255167,-0.222136,-0.193381,-0.168348,-0.146555,-0.127584,-0.111068,-0.0966903,-0.0841738,-0.0732775,-0.0637918,-0.055534,-0.0483451,-0.0420869,-0.0366388,-0.0318959,-0.027767,-0.0241726,-0.0210434,-0.0183194,-0.015948,-0.0138835,-0.0120863,-0.0105217,-0.00915969,-0.00797398,-0.00694175,-0.00604314,-0.00526086,-0.00457985,-0.00398699,-0.00347087,-0.00302157,-0.00263043,-0.00228992,-0.00199349,-0.00173544,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderHerb_MissouriR_IRR_lo,0.653279,0.586236,0.527871,0.477062,0.43283,0.394324,0.312422,0.241122,0.179051,0.125016,0.0779759,0.0458138,0.0178151,-0.00655926,-0.0277783,-0.0462506,-0.0615254,-0.074823,-0.0863991,-0.0964768,-0.10525,-0.123467,-0.139326,-0.153132,-0.16515,-0.175613,-0.167901,-0.161187,-0.155343,-0.150255,-0.145825,-0.141364,-0.13748,-0.134098,-0.131155,-0.128592,-0.122728,-0.117622,-0.113178,-0.109309,-0.10594,-0.105231,-0.104613,-0.104075,-0.103607,-0.1032,-0.101188,-0.0994358,-0.0979108,-0.0965832,-0.0954274,-0.0830744,-0.0723204,-0.0629586,-0.0548086,-0.0477137,-0.0415372,-0.0361602,-0.0314793,-0.0274043,-0.0238569,-0.0207686,-0.0180801,-0.0157397,-0.0137022,-0.0119284,-0.0103843,-0.00904006,-0.00786983,-0.00685108,-0.00596421,-0.00519215,-0.00452003,-0.00393491,-0.00342554,-0.00298211,-0.00259607,-0.00226001,-0.00196746,-0.00171277,-0.00149105,-0.00129804,-0.00113001,-9.84E-04,-8.56E-04,-7.46E-04,-6.49E-04,-5.65E-04,-4.92E-04,-4.28E-04,-3.73E-04,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderHerb_MissouriR_RFD_hi,2.97588,2.67048,2.40461,2.17316,1.97167,1.79626,1.26701,0.80626,0.405159,0.0559795,-0.247999,-0.515414,-0.748213,-0.950875,-1.1273,-1.28089,-1.4117,-1.52557,-1.62471,-1.71101,-1.78614,-1.92598,-2.04772,-2.1537,-2.24597,-2.32629,-2.30771,-2.29155,-2.27747,-2.26522,-2.25456,-2.24813,-2.24254,-2.23767,-2.23343,-2.22974,-2.18823,-2.1521,-2.12065,-2.09326,-2.06943,-2.0963,-2.1197,-2.14007,-2.1578,-2.17324,-2.18223,-2.19006,-2.19687,-2.2028,-2.20797,-1.92215,-1.67333,-1.45672,-1.26814,-1.10398,-0.961074,-0.836663,-0.728358,-0.634072,-0.551992,-0.480537,-0.418332,-0.364179,-0.317036,-0.275996,-0.240268,-0.209166,-0.182089,-0.158518,-0.137998,-0.120134,-0.104583,-0.0910447,-0.079259,-0.068999,-0.0600671,-0.0522915,-0.0455224,-0.0396295,-0.0344995,-0.0300336,-0.0261457,-0.0227612,-0.0198148,-0.0172497,-0.0150168,-0.0130729,-0.0113806,-0.00990738,-0.00862487,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,FodderHerb_MissouriR_RFD_lo,2.97588,2.67048,2.40461,2.17316,1.97167,1.79626,1.41963,1.09175,0.806313,0.557827,0.341507,0.195425,0.0682538,-0.0424555,-0.138834,-0.222736,-0.328758,-0.421056,-0.501406,-0.571355,-0.632249,-0.653544,-0.672083,-0.688222,-0.702271,-0.714502,-0.686092,-0.661359,-0.639828,-0.621085,-0.604767,-0.586711,-0.570993,-0.557309,-0.545396,-0.535026,-0.509195,-0.486707,-0.467131,-0.450089,-0.435253,-0.433051,-0.431135,-0.429466,-0.428014,-0.426749,-0.418075,-0.410523,-0.403949,-0.398226,-0.393244,-0.342339,-0.298023,-0.259444,-0.225859,-0.196622,-0.171169,-0.149011,-0.129722,-0.11293,-0.0983109,-0.0855846,-0.0745057,-0.064861,-0.0564648,-0.0491555,-0.0427923,-0.0372529,-0.0324305,-0.0282324,-0.0245777,-0.0213962,-0.0186264,-0.0162153,-0.0141162,-0.0122889,-0.0106981,-0.00931322,-0.00810763,-0.0070581,-0.00614443,-0.00534904,-0.00465661,-0.00405381,-0.00352905,-0.00307222,-0.00267452,-0.0023283,-0.00202691,-0.00176452,-0.00153611,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,Forest_MissouriR,-0.00569426,-0.235397,-0.435366,-0.609448,-0.760996,-0.892925,-0.933062,-0.968002,-0.998419,-1.0249,-1.04795,-1.06016,-1.07079,-1.08004,-1.0881,-1.09511,-1.0999,-1.10408,-1.10771,-1.11087,-1.11362,-1.10127,-1.09051,-1.08115,-1.073,-1.0659,-1.03942,-1.01637,-0.996303,-0.978832,-0.963623,-0.941287,-0.921843,-0.904915,-0.890179,-0.87735,-0.858389,-0.841882,-0.827512,-0.815002,-0.804111,-0.76195,-0.725247,-0.693296,-0.66548,-0.641265,-0.601552,-0.56698,-0.536883,-0.510682,-0.487873,-0.424718,-0.369739,-0.321876,-0.280209,-0.243936,-0.212359,-0.184869,-0.160938,-0.140105,-0.121968,-0.10618,-0.0924346,-0.080469,-0.0700523,-0.0609841,-0.0530898,-0.0462173,-0.0402345,-0.0350262,-0.0304921,-0.0265449,-0.0231087,-0.0201173,-0.0175131,-0.015246,-0.0132724,-0.0115543,-0.0100586,-0.00875654,-0.00762301,-0.00663622,-0.00577716,-0.00502931,-0.00437827,-0.00381151,-0.00331811,-0.00288858,-0.00251466,-0.00218914,-0.00190575,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,Grassland_MissouriR,-15.6435,-15.4149,-15.2159,-15.0426,-14.8917,-14.7604,-12.7399,-10.9809,-9.44964,-8.11659,-6.9561,-5.9571,-5.08743,-4.33034,-3.67125,-3.09748,-2.6064,-2.17889,-1.80672,-1.48273,-1.20068,-0.942187,-0.717156,-0.521254,-0.350713,-0.202247,-0.0942059,-1.50E-04,0.0817298,0.153011,0.215064,0.261273,0.3015,0.33652,0.367007,0.393547,0.400632,0.4068,0.412169,0.416843,0.420913,0.453255,0.481411,0.505922,0.52726,0.545836,0.554274,0.561619,0.568014,0.57358,0.578426,0.503549,0.438365,0.381619,0.332219,0.289213,0.251775,0.219183,0.19081,0.166109,0.144607,0.125887,0.109591,0.0954048,0.0830547,0.0723033,0.0629437,0.0547957,0.0477024,0.0415273,0.0361516,0.0314718,0.0273978,0.0238512,0.0207637,0.0180758,0.0157359,0.0136989,0.0119256,0.0103818,0.00903791,0.00786796,0.00684946,0.0059628,0.00519092,0.00451896,0.00393398,0.00342473,0.0029814,0.00259546,0.00225948,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,MiscCrop_MissouriR_IRR_hi,-0.0096208,-0.0136107,-0.0170841,-0.0201079,-0.0227403,-0.0250319,-0.0213697,-0.0181817,-0.0154063,-0.0129901,-0.0108868,-0.00755771,-0.0046596,-0.00213664,5.97E-05,0.00197177,0.00301254,0.00391859,0.00470735,0.00539401,0.00599177,-1.65E-04,-0.00552471,-0.0101906,-0.0142526,-0.0177887,-0.0193304,-0.0206726,-0.021841,-0.0228582,-0.0237437,-0.0242571,-0.0247041,-0.0250932,-0.0254319,-0.0257268,-0.0257248,-0.0257232,-0.0257217,-0.0257204,-0.0257193,-0.0249371,-0.0242561,-0.0236633,-0.0231472,-0.0226979,-0.0214784,-0.0204167,-0.0194925,-0.0186879,-0.0179875,-0.015659,-0.013632,-0.0118673,-0.0103311,-0.00899376,-0.00782952,-0.00681599,-0.00593367,-0.00516556,-0.00449688,-0.00391476,-0.003408,-0.00296683,-0.00258278,-0.00224844,-0.00195738,-0.001704,-0.00148342,-0.00129139,-0.00112422,-9.79E-04,-8.52E-04,-7.42E-04,-6.46E-04,-5.62E-04,-4.89E-04,-4.26E-04,-3.71E-04,-3.23E-04,-2.81E-04,-2.45E-04,-2.13E-04,-1.85E-04,-1.61E-04,-1.41E-04,-1.22E-04,-1.07E-04,-9.27E-05,-8.07E-05,-7.03E-05,MtC/yr
SG17,"CORN1BG,date=2025-13-2T04:15:54-08:00",USA,MiscCrop_MissouriR_IRR_lo,-0.0096208,-0.0136107,-0.0170841,-0.0201079,-0.0227403,-0.0250319,-0.0215185,-0.0184599,-0.0157973,-0.0134793,-0.0114614,-0.00919869,-0.00722893,-0.00551416,-0.00402136,-0.0027218,-7.12E-04,0.00103681,0.00255962,0.0038853,0.00503938,0.00261255,5.00E-04,-0.0013393,-0.00294041,-0.00433425,-0.00614769,-0.00772638,-0.00910071,-0.0102971,-0.0113387,-0.0108436,-0.0104126,-0.0100374,-0.0097107,-0.00942634,-0.00902484,-0.00867531,-0.00837103,-0.00810614,-0.00787554,-0.0072247,-0.00665812,-0.00616488,-0.00573549,-0.00536168,-0.00608869,-0.00672158,-0.00727255,-0.0077522,-0.00816976,-0.00711219,-0.00619152,-0.00539003,-0.00469229,-0.00408488,-0.00355609,-0.00309576,-0.00269501,-0.00234615,-0.00204244,-0.00177805,-0.00154788,-0.00134751,-0.00117307,-0.00102122,-8.89E-04,-7.74E-04,-6.74E-04,-5.87E-04,-5.11E-04,-4.45E-04,-3.87E-04,-3.37E-04,-2.93E-04,-2.55E-04,-2.22E-04,-1.93E-04,-1.68E-04,-1.47E-04,-1.28E-04,-1.11E-04,-9.67E-05,-8.42E-05,-7.33E-05,-6.38E-05,-5.56E-05,-4.84E-05,-4.21E-05,-3.67E-05,-3.19E-05,MtC/yr
