Model,scenario,region,landType,riverBasin,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,series,run,model_run_date,script_run_date,comments
GCAM,REF,Canada,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.281665812,0.268059843,0.263142821,0.258660647,0.254572924,0.250846594,0.219502311,0.195468186,0.173555649,0.153577769,0.135363044,0.119381779,0.104709652,0.091333229,0.079137305,0.068017947,0.057697129,0.048317021,0.039765194,0.031968212,0.024859552,0.018546124,0.012762963,0.007490371,0.002683172,-0.001699624,-0.004620351,-0.007458103,-0.01004535,-0.012404236,-0.014554852,-0.015651812,-0.016792287,-0.017832104,-0.018780114,-0.019644448,-0.019878021,-0.020181084,-0.020457418,-0.020709354,-0.020939032,-0.022551377,-0.023793135,-0.024925284,-0.025957517,-0.026898598,-0.027575105,-0.028221472,-0.02881078,-0.029348066,-0.029837928,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,Pasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.056002467,0.00079673,0.054287567,0.102673633,0.1464848,0.186195167,0.095885533,0.054224867,0.015451407,-0.01997875,-0.052062267,-0.0864259,-0.117818067,-0.146280567,-0.172000767,-0.195218467,-0.2158937,-0.234552633,-0.2514215,-0.266694267,-0.280538867,-0.290083933,-0.2985312,-0.306132567,-0.313036167,-0.3193377,-0.3260411,-0.332241067,-0.337935767,-0.343146467,-0.347903967,-0.3484074,-0.3485977,-0.348682767,-0.3487561,-0.348852533,-0.348598067,-0.348379533,-0.3482072,-0.3480785,-0.347987567,-0.348557367,-0.3491389,-0.349697333,-0.350218,-0.350695767,-0.347722833,-0.344772267,-0.3420032,-0.3394743,-0.337194733,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedGrassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.356837067,-0.361361367,-0.3608506,-0.3584009,-0.355493233,-0.3527799,-0.320782367,-0.2889546,-0.2592678,-0.232418633,-0.2084907,-0.187298467,-0.168555933,-0.1519617,-0.1372338,-0.124122533,-0.112414133,-0.101926733,-0.092507433,-0.0840268,-0.076374833,-0.069458767,-0.063197933,-0.057523033,-0.052373567,-0.047697467,-0.0434478,-0.039583133,-0.036067387,-0.032867487,-0.02995421,-0.027301193,-0.024884603,-0.022683063,-0.020677103,-0.018849123,-0.01718321,-0.01566488,-0.01428097,-0.01301949,-0.01186955,-0.010821323,-0.009865717,-0.008994553,-0.008200353,-0.007476333,-0.006816223,-0.00621445,-0.005665807,-0.0051656,-0.00470954,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.01459216,0.008765277,0.006423047,0.00427581,0.002307345,0.000502759,0.000400653,0.000312171,0.0002357,0.000169809,0.000113231,6.48E-05,2.36E-05,-1.12E-05,-4.06E-05,-6.51E-05,-8.54E-05,-0.000102032,-0.000115437,-0.000126059,-0.000134269,-0.000140395,-0.000144727,-0.00014752,-0.000148997,-0.000149356,-0.000148768,-0.000147386,-0.00014534,-0.000142748,-0.00013971,-0.000136313,-0.000132633,-0.000128736,-0.00012468,-0.000120512,-0.000116276,-0.000112007,-0.000107735,-0.000103487,-9.93E-05,-9.51E-05,-9.11E-05,-8.71E-05,-8.32E-05,-7.95E-05,-7.58E-05,-7.23E-05,-6.89E-05,-6.56E-05,-6.24E-05,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.002487973,-0.002968372,-0.003396279,-0.003777327,-0.004116603,-0.004418553,-0.00428362,-0.00414062,-0.003992047,-0.003839953,-0.003686063,-0.003531836,-0.003378459,-0.00322692,-0.003078016,-0.002932391,-0.00279055,-0.002652881,-0.002519675,-0.002391143,-0.002267419,-0.002148582,-0.002034655,-0.001925631,-0.001821457,-0.001722061,-0.001627344,-0.001537184,-0.001451465,-0.001370035,-0.001292753,-0.001219464,-0.001150013,-0.001084244,-0.001021999,-0.000963123,-0.000907463,-0.000854869,-0.000805189,-0.000758285,-0.000714017,-0.00067225,-0.000632856,-0.000595712,-0.000560692,-0.000527692,-0.000496595,-0.000467298,-0.000439703,-0.000413717,-0.00038925,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.170798833,0.185912833,0.193162933,0.1997732,0.2058001,0.2112946,0.1643081,0.1498035,0.1365793,0.1245222,0.1135299,0.1035078,0.0943701,0.086039433,0.0784443,0.071519433,0.0652058,0.0594495,0.0542014,0.049416767,0.045054167,0.041076933,0.037450967,0.034144807,0.031130587,0.028382457,0.025876913,0.023592543,0.021509877,0.01961102,0.017879803,0.01630145,0.014862393,0.01355035,0.012354173,0.011263597,0.01026927,0.009362723,0.008536183,0.007782647,0.007095623,0.00646921,0.005898127,0.00537746,0.004902773,0.00446996,0.004075353,0.00371558,0.003387593,0.003088543,0.002815894,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,Rapeseed,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.1747878,-0.1678468,-0.166683,-0.1656226,-0.1646546,-0.163773133,-0.151039167,-0.143034833,-0.135737433,-0.1290839,-0.123018133,-0.115986933,-0.1100297,-0.104598633,-0.0996468,-0.095132767,-0.090043873,-0.085698287,-0.081736417,-0.0781242,-0.07483113,-0.07089038,-0.067580957,-0.064563913,-0.061813033,-0.059305253,-0.05689695,-0.05473831,-0.052770043,-0.050975467,-0.04933962,-0.048356147,-0.04730594,-0.04634839,-0.04547543,-0.044679507,-0.043507127,-0.042573337,-0.0417219,-0.040945667,-0.040237963,-0.04065215,-0.04070957,-0.04076193,-0.04080967,-0.040853193,-0.04053148,-0.040347377,-0.040179553,-0.040026507,-0.03988699,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.005249427,-0.01149786,-0.014543467,-0.01732016,-0.019851773,-0.022159867,-0.017344947,-0.015958507,-0.01469446,-0.01354199,-0.012491233,-0.011515203,-0.01063315,-0.009828977,-0.009095794,-0.008427327,-0.007708576,-0.007100757,-0.006546536,-0.006041292,-0.005580612,-0.005398067,-0.005128567,-0.004882856,-0.004658837,-0.004454589,-0.004142684,-0.003912872,-0.003703344,-0.003512315,-0.003338152,-0.00314156,-0.00297873,-0.002830274,-0.002694927,-0.002571525,-0.002420264,-0.002299172,-0.002188776,-0.002088123,-0.001996353,-0.001799087,-0.00166854,-0.001549521,-0.001441007,-0.001342074,-0.001201628,-0.001095386,-0.000998525,-0.000910218,-0.000829704,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,Shrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.111402133,0.0669174,0.0490358,0.032642867,0.017614813,0.00383779,0.008922943,0.010657607,0.012274057,0.01377959,0.01518121,0.01378674,0.013897583,0.01401972,0.014150327,0.014287057,0.014591023,0.014800353,0.01500488,0.01520387,0.01539681,0.015606837,0.015796073,0.01597761,0.016151337,0.0163174,0.01576465,0.015631293,0.015515573,0.015415547,0.015329343,0.014967993,0.0147906,0.014632897,0.014492757,0.014368457,0.013919363,0.013687667,0.01347918,0.013291593,0.013122927,0.01334685,0.013358913,0.01337182,0.013385423,0.013399503,0.013250087,0.013200183,0.013156037,0.01311706,0.013082667,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.000334143,0.000288818,0.000284917,0.00028136,0.000278117,0.000275161,0.000159523,0.000138398,0.000119138,0.000101578,8.56E-05,8.92E-05,7.89E-05,6.95E-05,6.09E-05,5.31E-05,4.83E-05,4.22E-05,3.67E-05,3.16E-05,2.70E-05,2.82E-05,2.53E-05,2.26E-05,2.01E-05,1.79E-05,1.14E-05,8.75E-06,6.37E-06,4.21E-06,2.24E-06,-1.48E-06,-3.43E-06,-5.22E-06,-6.85E-06,-8.33E-06,-7.86E-06,-8.79E-06,-9.64E-06,-1.04E-05,-1.11E-05,-1.58E-05,-1.70E-05,-1.81E-05,-1.92E-05,-2.01E-05,-1.76E-05,-1.78E-05,-1.80E-05,-1.82E-05,-1.84E-05,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,UnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.014238583,-0.01821281,-0.021768413,-0.024949247,-0.02779458,-0.030339577,-0.011548827,-0.00778899,-0.004205777,-0.000797317,0.002439419,-0.002285492,-0.000605341,0.001017709,0.002580992,0.00408276,0.006995853,0.008598553,0.010119743,0.011561697,0.01292687,0.01360403,0.01473142,0.015798237,0.01680668,0.01775906,0.012799343,0.012783393,0.012792633,0.012823067,0.01287121,0.01283315,0.01289332,0.012964417,0.01304435,0.013131287,0.012708593,0.01273107,0.012762713,0.012801983,0.012847523,0.013271977,0.01337952,0.01348545,0.013589437,0.013691077,0.013203593,0.01321727,0.013235237,0.013256797,0.013281253,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,UnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.303943667,1.41933,1.474682,1.525146333,1.571155667,1.613106,1.675329333,1.718992,1.758801,1.795097333,1.828189,1.648254667,1.598692333,1.553508,1.512313,1.474755333,1.447592667,1.418967,1.392871333,1.369078333,1.347386333,1.325745667,1.307031,1.28997,1.274412333,1.260229667,1.197185,1.167012,1.139504667,1.114424667,1.091559333,1.051519333,1.025475,1.001726,0.980074333,0.960336667,0.919743,0.895048,0.872531,0.852001333,0.833283,0.837580333,0.829858333,0.822814667,0.816398,0.810542333,0.794497,0.785704333,0.777689,0.770377667,0.763715333,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,UrbanLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-7.09E-06,-8.54E-06,-9.86E-06,-1.11E-05,-1.22E-05,-1.32E-05,-9.99E-06,-9.10E-06,-8.30E-06,-7.57E-06,-6.90E-06,-6.29E-06,-5.74E-06,-5.23E-06,-4.77E-06,-4.35E-06,-3.96E-06,-3.61E-06,-3.29E-06,-3.00E-06,-2.74E-06,-2.50E-06,-2.28E-06,-2.08E-06,-1.89E-06,-1.73E-06,-1.57E-06,-1.43E-06,-1.31E-06,-1.19E-06,-1.09E-06,-9.91E-07,-9.03E-07,-8.24E-07,-7.51E-07,-6.85E-07,-6.24E-07,-5.69E-07,-5.19E-07,-4.73E-07,-4.31E-07,-3.93E-07,-3.58E-07,-3.27E-07,-2.98E-07,-2.72E-07,-2.48E-07,-2.26E-07,-2.06E-07,-1.88E-07,-1.71E-07,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,Canada,Wheat,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.521891091,0.380200787,0.292007823,0.211600303,0.138291342,0.071453202,0.056829021,0.027504943,0.000769458,-0.023605804,-0.045829582,-0.060166858,-0.075284698,-0.089067733,-0.101634349,-0.113091446,-0.115008314,-0.119701506,-0.123980215,-0.127881067,-0.131437969,-0.139890667,-0.145799291,-0.151186404,-0.156097725,-0.160575877,-0.154855552,-0.153025539,-0.151357247,-0.149836062,-0.148448873,-0.141744288,-0.13751035,-0.133649937,-0.130130526,-0.126921835,-0.117216296,-0.110708581,-0.104775066,-0.099365445,-0.094433275,-0.112067424,-0.120503,-0.128193949,-0.13520593,-0.141599003,-0.142951384,-0.145730095,-0.148263316,-0.150573131,-0.152678871,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,biomassGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,biomassTree,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,Corn,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-19.310698,-16.02608333,-14.71244867,-13.568984,-12.57346933,-11.70680133,-11.71973733,-11.456896,-11.22805567,-11.02884933,-10.855438,-9.553998667,-8.845118333,-8.228036667,-7.690796667,-7.223124333,-6.462239667,-5.930972667,-5.468470333,-5.0658377,-4.715332967,-4.7732993,-4.684801733,-4.6077636,-4.5406977,-4.4823119,-4.168801267,-3.9912554,-3.836702833,-3.702146067,-3.5850133,-3.415289533,-3.294520533,-3.1893895,-3.097858867,-3.018180733,-2.7616809,-2.6059209,-2.47032247,-2.35228279,-2.249518333,-2.884360233,-3.1675193,-3.414021967,-3.6286184,-3.8154314,-4.009161567,-4.166434067,-4.303347033,-4.422532033,-4.526292833,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.000351396,0.000311486,0.000289545,0.000270443,0.000253815,0.000239339,0.000198858,0.000167517,0.000140232,0.000116479,9.58E-05,7.61E-05,5.92E-05,4.45E-05,3.16E-05,2.05E-05,1.14E-05,3.48E-06,-3.45E-06,-9.49E-06,-1.47E-05,-1.75E-05,-2.02E-05,-2.25E-05,-2.46E-05,-2.63E-05,-2.54E-05,-2.50E-05,-2.46E-05,-2.42E-05,-2.39E-05,-2.26E-05,-2.16E-05,-2.08E-05,-2.00E-05,-1.94E-05,-1.79E-05,-1.67E-05,-1.57E-05,-1.48E-05,-1.40E-05,-1.98E-05,-2.39E-05,-2.75E-05,-3.06E-05,-3.33E-05,-3.60E-05,-3.83E-05,-4.03E-05,-4.20E-05,-4.36E-05,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,FodderGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,2.879317467,2.616069133,2.572396933,2.5343802,2.501279,2.472466333,1.333811967,0.69464846,0.138218777,-0.346180047,-0.767872343,-1.113660643,-1.421426233,-1.6893492,-1.9225932,-2.125644767,-2.310275367,-2.468516233,-2.606273633,-2.726197467,-2.830600667,-2.8822068,-2.939553833,-2.989476233,-3.032939067,-3.070773567,-3.082296433,-3.0990993,-3.113725267,-3.126460333,-3.137543933,-3.080099367,-3.051300267,-3.026236033,-3.0044135,-2.985413567,-2.943599633,-2.915195067,-2.890465967,-2.868931633,-2.850192033,-2.857456067,-2.8563249,-2.855337833,-2.854480933,-2.853736967,-2.825572567,-2.809760067,-2.795989167,-2.784001367,-2.7735664,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,18.12637933,14.62818867,13.19541667,11.94819267,10.86239733,9.917116,6.612580333,4.503450967,2.667346,1.068925194,-0.322583067,-1.377202567,-2.343923413,-3.185505033,-3.918141333,-4.555945167,-5.222041,-5.7679039,-6.243139833,-6.656823067,-7.0169891,-7.535475933,-7.9225608,-8.259551667,-8.552907,-8.808312333,-8.485543,-8.37353,-8.2760249,-8.191137167,-8.1172289,-8.0458818,-7.9859505,-7.933814167,-7.888394433,-7.848869967,-7.585820733,-7.427560433,-7.289830533,-7.1698957,-7.0654771,-7.229063967,-7.292520767,-7.347756167,-7.395843767,-7.437725167,-7.423525633,-7.4268634,-7.4297971,-7.432310233,-7.434495933,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,Forest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.279862,-0.803788333,-1.442470333,-2.015504333,-2.53066,-2.994702333,-1.885539333,-2.055394,-2.212345667,-2.357608,-2.492266333,-2.729642667,-2.834428667,-2.93216,-3.023401333,-3.108673333,-3.240409333,-3.311414333,-3.377979,-3.440418667,-3.499023,-3.376952333,-3.375397667,-3.37623,-3.379009333,-3.383347,-3.580045333,-3.528455333,-3.483256333,-3.443601333,-3.408768,-3.445005667,-3.391446667,-3.343651667,-3.300913,-3.262614667,-3.378551,-3.325109333,-3.276819333,-3.233090667,-3.19341,-2.896835333,-2.772825,-2.661079667,-2.560184,-2.468898667,-2.464674667,-2.336469667,-2.220287667,-2.114786667,-2.018789667,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,Grassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-56.45016667,-54.97286667,-54.04006667,-53.4083,-52.94776667,-52.58843333,-45.49966667,-39.09876667,-33.28651333,-28.17096333,-23.74306,-20.06436667,-16.86142333,-14.12931667,-11.79849,-9.807893333,-8.168196667,-6.731706667,-5.499046667,-4.439453333,-3.527175667,-2.604334333,-1.87715,-1.248324,-0.704040333,-0.2325477,0.017827663,0.316501167,0.575556667,0.800371,0.995566,1.108536,1.235894,1.346554,1.442734333,1.526349,1.479283667,1.500275333,1.518502333,1.534335,1.548092333,1.772705,1.858098,1.932436,1.997145333,2.053469,2.044878,2.067233667,2.086692667,2.103629,2.118369,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,MiscCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.11239008,-0.163146207,-0.203138467,-0.237953467,-0.268262133,-0.294646,-0.256109333,-0.227477067,-0.202550773,-0.18085111,-0.161960737,-0.129328173,-0.10238899,-0.07893732,-0.058521145,-0.04074796,-0.025087612,-0.011438372,0.000443923,0.010788067,0.01979318,-0.03284981,-0.073689745,-0.109243017,-0.14019412,-0.167138437,-0.180061017,-0.19231157,-0.202977023,-0.212261317,-0.22034342,-0.21859585,-0.217764103,-0.217040267,-0.216410077,-0.215861103,-0.212603123,-0.210003163,-0.207739987,-0.205769667,-0.20405429,-0.198072123,-0.193153253,-0.18887154,-0.185144007,-0.181898897,-0.176573467,-0.172248963,-0.168483773,-0.165206177,-0.162353327,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.45867854,1.467890013,1.500764173,1.529382287,1.554297873,1.575989507,0.941591053,0.482533487,0.082903352,-0.264995028,-0.567858515,-0.528167127,-0.536885261,-0.544474113,-0.551083478,-0.556832272,-0.558705411,-0.560788661,-0.562601307,-0.564176114,-0.565551254,-0.543145214,-0.527020116,-0.512980923,-0.500756472,-0.490118875,-0.458319803,-0.433855143,-0.412558359,-0.394018288,-0.377878351,-0.351879154,-0.330946858,-0.312724163,-0.296860227,-0.283050057,-0.259960972,-0.241444401,-0.22532466,-0.211291924,-0.199075136,-0.227502033,-0.246689608,-0.263393299,-0.277935108,-0.29059397,-0.291235131,-0.293277351,-0.29505491,-0.29660257,-0.297949623,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,73.15513333,73.67726667,73.82686667,73.95703333,74.0707,74.16933333,61.44636667,54.16033333,47.81736667,42.29536667,37.48836667,33.10769,29.35207,26.08257667,23.23636333,20.75857667,18.49679333,16.55881333,14.87167,13.40295,12.12434667,11.13456667,10.23641667,9.454536667,8.773856667,8.181323333,7.47714,6.919843333,6.434706667,6.012343333,5.64465,5.254186667,4.935076667,4.65729,4.415473333,4.204933333,3.895283333,3.663088,3.460955667,3.284988667,3.131802667,3.19484,3.191609667,3.188793667,3.186344333,3.184214,3.117543,3.07868,3.044847667,3.015397,2.989756,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,13.323398,10.22780807,7.995328733,6.051839933,4.359924067,2.887027733,2.608883567,2.1989539,1.8420963,1.531430633,1.260977667,1.0085581,0.791552043,0.602634707,0.43817312,0.295001117,0.173467983,0.067216233,-0.025281348,-0.105805462,-0.175904997,-0.31921021,-0.43015973,-0.526747082,-0.610831547,-0.684027975,-0.700278704,-0.7222831,-0.74143971,-0.75811604,-0.772635417,-0.74539553,-0.728285397,-0.713394037,-0.70042951,-0.68914351,-0.665064107,-0.64658572,-0.63049426,-0.616490893,-0.604295377,-0.659712423,-0.696770873,-0.729032957,-0.757118633,-0.781567197,-0.802125097,-0.820147607,-0.83583621,-0.849497807,-0.861389247,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,Pasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.099225867,-0.978325333,-1.709209333,-2.327783333,-2.857451667,-3.314362333,-3.07461,-2.817536333,-2.575378667,-2.360545,-2.175796333,-2.019526667,-1.888458,-1.778905333,-1.687385333,-1.610825333,-1.548400333,-1.496088,-1.452044,-1.414805333,-1.383209667,-1.346315667,-1.313895,-1.285716667,-1.261362667,-1.240378333,-1.220215333,-1.202677667,-1.187494,-1.174374667,-1.163044667,-1.139354333,-1.117750333,-1.098599333,-1.081875667,-1.067392333,-1.050789667,-1.036152333,-1.023399667,-1.012363,-1.002844333,-0.997542333,-0.993223,-0.989607667,-0.986527667,-0.983876667,-0.974948333,-0.96668,-0.959288,-0.952801667,-0.947177,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,ProtectedGrassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-5.087353333,-4.954216667,-4.87014,-4.813233333,-4.771726667,-4.73935,-4.172043333,-3.622289,-3.122100667,-2.681539667,-2.300180667,-1.973081,-1.693739667,-1.455560333,-1.25246,-1.079096333,-0.930886,-0.803960667,-0.695071667,-0.601491,-0.520945333,-0.451509667,-0.391574333,-0.3397801,-0.294976,-0.2561834,-0.222569233,-0.193423267,-0.168136833,-0.1461878,-0.127127733,-0.110570167,-0.096182167,-0.083676267,-0.072803133,-0.063348633,-0.0551254,-0.047972833,-0.0417505,-0.03633674,-0.03162621,-0.02752717,-0.02396009,-0.020855707,-0.018153887,-0.01580238,-0.013755647,-0.01197416,-0.01042349,-0.009073717,-0.007898807,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.0929236,-0.0885709,-0.084715767,-0.081298067,-0.078264267,-0.075568167,-0.067907767,-0.061111967,-0.0550759,-0.049708267,-0.044928767,-0.040667367,-0.0368632,-0.033462147,-0.030417677,-0.02768843,-0.02523829,-0.023035577,-0.02105246,-0.019264373,-0.017649867,-0.01618991,-0.014867857,-0.01366893,-0.012580113,-0.011589967,-0.010688223,-0.009865937,-0.009115077,-0.008428603,-0.007800173,-0.00722414,-0.00669559,-0.006210013,-0.00576345,-0.00535227,-0.004973357,-0.004623813,-0.004301037,-0.004002753,-0.003726837,-0.003471442,-0.003234836,-0.003015492,-0.002812003,-0.002623108,-0.00244765,-0.002284583,-0.002132948,-0.001991869,-0.001860555,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,ProtectedUnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-1.940242333,-1.751863667,-1.614393,-1.489891333,-1.376837,-1.273921,-1.222921333,-1.142276667,-1.068125667,-0.999793667,-0.936690333,-0.878291333,-0.824153,-0.773868333,-0.727089,-0.683507,-0.642843667,-0.604853333,-0.569323333,-0.536052,-0.504874333,-0.475625333,-0.448169333,-0.422378,-0.398130333,-0.375323667,-0.353865233,-0.333663,-0.314637033,-0.2967129,-0.279822033,-0.263901367,-0.2488915,-0.234738167,-0.221390033,-0.208800533,-0.196924933,-0.1857218,-0.175152633,-0.165180767,-0.155772833,-0.1468962,-0.138521167,-0.130619133,-0.1231637,-0.116129567,-0.109493267,-0.103232433,-0.0973258,-0.091753933,-0.086497767,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-4.601666667,-4.375836667,-4.137393333,-3.91259,-3.71162,-3.536965667,-3.087483667,-2.666568667,-2.290577667,-1.962975667,-1.681298667,-1.440743333,-1.235897667,-1.061573333,-0.913121,-0.786518333,-0.678355333,-0.585775667,-0.506374,-0.438159333,-0.379452333,-0.328856,-0.285187833,-0.247455267,-0.214817167,-0.186560367,-0.162077667,-0.140850233,-0.1224344,-0.106449567,-0.0925694,-0.080511933,-0.0700348,-0.0609279,-0.053010467,-0.046125933,-0.040138267,-0.03493017,-0.030399343,-0.02645742,-0.02302751,-0.020042917,-0.017445633,-0.01518528,-0.01321804,-0.011505853,-0.01001561,-0.008718453,-0.007589413,-0.006606637,-0.005751167,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
GCAM,REF,USA,Rapeseed,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.80668874,-0.865785213,-0.903752373,-0.936805173,-0.965576553,-0.990624947,-0.877796223,-0.8005008,-0.733214497,-0.67463583,-0.623640747,-0.551824057,-0.493567525,-0.442851438,-0.398701479,-0.360266511,-0.325227643,-0.294970295,-0.268629662,-0.245698655,-0.225736449,-0.209260935,-0.194778298,-0.1821699,-0.171194089,-0.161639023,-0.152108854,-0.144000798,-0.136942634,-0.130797557,-0.125448279,-0.12182874,-0.118516292,-0.115632535,-0.113122295,-0.110937171,-0.105345372,-0.101051115,-0.097312688,-0.094058279,-0.091224966,-0.100809244,-0.107279531,-0.112912243,-0.117815966,-0.122084937,-0.124388873,-0.126614158,-0.12855172,-0.130238291,-0.131706425,85,GCAM_30cm_Q3,2023_03_29,2023_03_30,GCAM 5.1.2
