Model,scenario,region,landType,riverBasin,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,series,run,model_run_date,script_run_date,comments
GCAM,REF,USA,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.06828536,0.057746627,0.050618113,0.044412353,0.039009945,0.034306895,0.022934626,0.014366983,0.006908472,0.00041543,-0.005237093,-0.010059779,-0.014276189,-0.017946808,-0.021142227,-0.023924032,-0.02575643,-0.027460272,-0.028943526,-0.030234783,-0.031358884,-0.032419878,-0.033327771,-0.034118124,-0.034806145,-0.035405135,-0.034883827,-0.034620971,-0.03439216,-0.034192946,-0.034019495,-0.03307172,-0.032392477,-0.031801143,-0.031286343,-0.030838229,-0.03003997,-0.029420486,-0.028881178,-0.028411717,-0.028003041,-0.026972733,-0.026198612,-0.025524701,-0.024938056,-0.024427374,-0.023744684,-0.023194112,-0.022714806,-0.022297543,-0.021934293,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Shrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-3.112259333,-2.938408,-2.786336667,-2.653266,-2.536768667,-2.434743667,-1.774648333,-1.312934333,-0.909612,-0.557205,-0.249191433,-0.034507147,0.170487167,0.349956567,0.507144,0.644878667,0.737293333,0.827398,0.906579667,0.976202333,1.037461333,1.152756,1.234442,1.306096,1.368983,1.424203,1.401374333,1.404362667,1.407351,1.410317333,1.413243333,1.390598,1.379220333,1.369599,1.361488333,1.354668333,1.294916333,1.260171,1.230126333,1.204155333,1.181726333,1.258370667,1.294923667,1.326889667,1.354859,1.379330333,1.374732333,1.37907,1.382949333,1.386421667,1.389542,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Soybean,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-40.44192533,-41.15372067,-41.71956067,-42.21215533,-42.64093533,-43.01429,-41.518136,-40.36139067,-39.35436267,-38.47770667,-37.714578,-37.09795467,-36.55768967,-36.08737,-35.67792067,-35.32148767,-34.114245,-33.12967533,-32.27254433,-31.52636667,-30.87680567,-30.29057167,-29.78530867,-29.345437,-28.96250867,-28.62916833,-27.67282467,-26.88882643,-26.20629403,-25.61212793,-25.09487713,-24.19788543,-23.44948628,-22.79788757,-22.23073673,-21.73691667,-20.3642274,-19.23785747,-18.25726797,-17.4036302,-16.66048916,-16.4451859,-16.2164442,-16.01728297,-15.8439094,-15.69294687,-14.97804293,-14.39863223,-13.8942287,-13.4551483,-13.0728741,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.398915733,0.31012212,0.26269342,0.22140514,0.185461393,0.154170867,0.165426617,0.167123147,0.168600373,0.169886273,0.171005523,0.17849062,0.183637227,0.188117307,0.192017137,0.195412287,0.201692003,0.206460137,0.210611427,0.21422478,0.217370927,0.08889419,0.004650294,-0.06868807,-0.13253306,-0.188112723,-0.226000867,-0.261192397,-0.291827947,-0.318497667,-0.341715697,-0.363405643,-0.381977017,-0.39814379,-0.412218033,-0.42447097,-0.43342475,-0.441579563,-0.448678597,-0.454858727,-0.46023901,-0.411701547,-0.380644257,-0.353607173,-0.330070547,-0.3095807,-0.28794084,-0.269904727,-0.254202593,-0.2405337,-0.228633827,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Tundra,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.026284133,-0.048030767,-0.065384,-0.080532467,-0.0937607,-0.105314367,-0.092219233,-0.080793167,-0.070820933,-0.062115167,-0.054513433,-0.0478731,-0.042071333,-0.036999967,-0.032565317,-0.028686167,-0.025291347,-0.022319037,-0.019715263,-0.017433203,-0.0154319,-0.01367575,-0.01213377,-0.010778827,-0.009587417,-0.008538933,-0.00761552,-0.00680152,-0.006083293,-0.00544896,-0.004888143,-0.004391823,-0.003952043,-0.003561936,-0.003215458,-0.002907337,-0.002632964,-0.002388313,-0.002169856,-0.001974507,-0.001799567,-0.001642663,-0.001501716,-0.001374912,-0.001260648,-0.001157519,-0.00106429,-0.000979876,-0.00090332,-0.000833778,-0.00077051,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-17.98225,-16.48749667,-15.14670667,-13.94125333,-12.85493,-11.87369333,-10.98529667,-10.17903333,-9.4457,-8.77712,-8.16629,-7.606976667,-7.09379,-6.622,-6.18739,-5.78633,-5.415593333,-5.072283333,-4.753906667,-4.458226667,-4.183226667,-3.927183333,-3.688446667,-3.465638,-3.257492333,-3.062854667,-2.880694667,-2.710084667,-2.550174,-2.4002,-2.259462333,-2.127323,-2.003195333,-1.886547667,-1.776885,-1.673752667,-1.576736333,-1.485443667,-1.399519,-1.318628667,-1.242464667,-1.170741,-1.103182667,-1.039547667,-0.979594,-0.923109,-0.869887333,-0.819738333,-0.772475,-0.727939667,-0.685963667,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-100.1088,-94.77123333,-89.6599,-85.01936667,-80.92113333,-77.35676667,-45.88393333,-25.89480667,-8.387866667,6.852633333,20.07742,27.40694,35.22669333,41.98773333,47.8357,52.8968,55.06783333,57.7412,60.05486667,62.05906667,63.79633333,67.9635,70.62293333,72.93476667,74.9452,76.69383333,74.0102,73.1973,72.4889,71.87143333,71.3339,69.27103333,68.05296667,66.99256667,66.0693,65.26556667,61.72466667,59.6717,57.88493333,56.32916667,54.9747,58.0613,59.202,60.19493333,61.05953333,61.8123,60.95503333,60.75703333,60.58433333,60.43436667,60.30346667,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,UrbanLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-3.586385,-3.612975667,-3.631932333,-3.648436,-3.662802,-3.67532,-3.127443,-2.722599,-2.370159,-2.063343333,-1.796245,-1.563723333,-1.361297667,-1.185081333,-1.031671667,-0.898124333,-0.781861667,-0.680650667,-0.592540667,-0.515837667,-0.449060333,-0.390929,-0.340324967,-0.296269967,-0.2579181,-0.224530533,-0.195465233,-0.1701623,-0.148135167,-0.128958867,-0.112265267,-0.0977328,-0.085081333,-0.0740674,-0.064479433,-0.056132633,-0.0488664,-0.042540667,-0.0370337,-0.032239753,-0.028066317,-0.024433163,-0.021270297,-0.018516887,-0.016119877,-0.014033177,-0.012216563,-0.010635167,-0.009258443,-0.00805992,-0.00701657,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,USA,Wheat,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,29.55284567,32.9027094,35.442341,37.653154,39.57780933,41.25335133,33.52988723,27.38585923,22.03719027,17.38092583,13.3273778,9.7918733,6.715154233,4.036718767,1.705019433,-0.3248553,-1.512456733,-2.582676067,-3.5143339,-4.3254255,-5.031500833,-6.7106611,-8.101670647,-9.312618333,-10.3667861,-11.28452123,-11.22327543,-11.22476887,-11.22607603,-11.22717713,-11.22817212,-10.84877717,-10.54255822,-10.27597454,-10.04391425,-9.841883553,-9.1862397,-8.645952187,-8.175564833,-7.766095443,-7.409654927,-8.430861157,-9.23346831,-9.932119817,-10.5403899,-11.06989774,-11.09604082,-11.1465259,-11.19043101,-11.22870346,-11.26197153,88,SG17_100cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,biomassGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.027301862,-0.053723602,-0.078306597,-0.100733267,-0.120997715,-0.131702472,-0.140793013,-0.148733679,-0.155798823,-0.162155697,-0.170462792,-0.1781533,-0.185203388,-0.191633967,-0.197484651,-0.201455159,-0.204985525,-0.208166341,-0.211052626,-0.213683624,-0.204957674,-0.196417362,-0.18844632,-0.181178044,-0.174625734,-0.169952122,-0.165857295,-0.162229017,-0.158988798,-0.156079786,-0.153388279,-0.150954625,-0.148750214,-0.146750837,-0.144935222,-0.141245295,-0.137771046,-0.134569691,-0.131651865,-0.129006932,-0.124558474,-0.120404188,-0.116594687,-0.113133638,-0.110002334,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,biomassTree,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,-0.00367166,-0.007225145,-0.010531307,-0.013547535,-0.016272973,-0.017817012,-0.019140576,-0.020302571,-0.021338538,-0.022270924,-0.023583268,-0.024801601,-0.02591914,-0.026937756,-0.027863427,-0.028505934,-0.029077212,-0.029591381,-0.030057463,-0.030481548,-0.028983207,-0.02751616,-0.026146423,-0.024897104,-0.023770658,-0.022882736,-0.022096486,-0.021396027,-0.020768926,-0.020205462,-0.019671561,-0.019187947,-0.018749815,-0.01835269,-0.017992464,-0.01745526,-0.016954846,-0.016495586,-0.01607737,-0.015697997,-0.015121693,-0.014585003,-0.014093208,-0.013646198,-0.013241333,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Corn,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.00064162,-0.000761435,-0.000794979,-0.000825563,-0.000853452,-0.000878879,-0.000721997,-0.000688047,-0.000657092,-0.00062887,-0.000603142,-0.000656025,-0.000657996,-0.000659794,-0.000661432,-0.000662926,-0.000643346,-0.000638177,-0.000633469,-0.000629174,-0.000625261,-0.000632925,-0.000633115,-0.000633287,-0.000633443,-0.000633588,-0.000614249,-0.000608408,-0.000603082,-0.000598229,-0.000593803,-0.000595535,-0.00059362,-0.000591874,-0.000590281,-0.000588832,-0.000576454,-0.000571867,-0.000567684,-0.000563869,-0.000560394,-0.000569885,-0.000570854,-0.00057174,-0.000572546,-0.000573282,-0.000585874,-0.000590132,-0.000594017,-0.000597557,-0.000600786,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FiberCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.003244836,0.002692139,0.002563798,0.002446786,0.002340105,0.002242837,0.001748317,0.001447174,0.001172616,0.000922297,0.000694076,0.000587167,0.000452376,0.000329482,0.000217436,0.000115282,3.35E-05,-4.53E-05,-0.000117114,-0.000182589,-0.000242284,-0.000309724,-0.000366412,-0.000418093,-0.000465216,-0.000508174,-0.000511724,-0.000528099,-0.000543028,-0.000556642,-0.00056905,-0.000573598,-0.000580241,-0.000586298,-0.000591819,-0.000596853,-0.000591131,-0.00058972,-0.000588434,-0.000587258,-0.000586188,-0.000615457,-0.000630986,-0.00064514,-0.000658047,-0.000669814,-0.000679703,-0.00068903,-0.000697535,-0.000705287,-0.000712354,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderGrass,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,FodderHerb,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.001525312,0.003412301,0.004056788,0.004644377,0.005180094,0.005668526,0.002704878,0.001857949,0.001085783,0.000381787,-0.000260068,-0.001000096,-0.001590529,-0.002128844,-0.002619637,-0.003067106,-0.003583323,-0.003995034,-0.004370398,-0.004712621,-0.005024634,-0.006127558,-0.006687698,-0.007198408,-0.007664019,-0.008088553,-0.008301615,-0.008590516,-0.008853917,-0.009094082,-0.009313008,-0.009654436,-0.009888534,-0.010101968,-0.010296567,-0.010473993,-0.010298409,-0.0103219,-0.010343359,-0.010362883,-0.010380689,-0.009810784,-0.009610252,-0.009427438,-0.009260743,-0.009108767,-0.008864849,-0.008699784,-0.008549315,-0.008412123,-0.008287021,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Forest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.001427144,0.000689586,-1.95E-06,-0.000649953,-0.001256827,-0.001824907,-0.000683962,-0.0005672,-0.000454762,-0.000346796,-0.000243395,-3.78E-05,5.80E-05,0.000149181,0.000235744,0.000317833,0.000311603,0.00038053,0.000445815,0.000507584,0.000565961,0.000615215,0.00066557,0.00071309,0.000757907,0.00080014,0.000792983,0.000827922,0.000860867,0.000891909,0.000921144,0.0008499,0.000872183,0.000893244,0.000913139,0.000931924,0.000818734,0.000831277,0.000843231,0.000854616,0.000865447,0.000797812,0.000805119,0.000812148,0.000818902,0.000825378,0.000669992,0.000671334,0.000672819,0.000674421,0.000676111,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Grassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-2.218439667,-2.251656,-2.246548333,-2.226744667,-2.203545667,-2.181916,-1.912027333,-1.684294333,-1.471660667,-1.279699667,-1.109152,-0.992599667,-0.871251333,-0.764489,-0.670263,-0.586798667,-0.510521,-0.443622667,-0.383709333,-0.3298999,-0.281445267,-0.2374229,-0.197797967,-0.161919267,-0.129392633,-0.099873767,-0.0819786,-0.060462233,-0.040900567,-0.02310605,-0.006912473,0.004241123,0.01651705,0.027697267,0.0378818,0.0471603,0.051400067,0.057755867,0.063548467,0.068827367,0.073639133,0.082681867,0.0881694,0.0931722,0.097733167,0.1018908,0.103654467,0.106461667,0.109020633,0.1113541,0.113481133,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,MiscCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.447925331,-0.446112913,-0.444187612,-0.442432247,-0.440832121,-0.439373242,-0.533127929,-0.606060649,-0.672553849,-0.733174881,-0.788448758,-0.720990706,-0.675030898,-0.633127066,-0.594924681,-0.560090939,-0.538121946,-0.516803481,-0.497365704,-0.479640956,-0.463484352,-0.449428404,-0.436532346,-0.424777943,-0.414059151,-0.40428684,-0.386884893,-0.372139974,-0.358696713,-0.346440189,-0.335265669,-0.321755685,-0.309876634,-0.299046248,-0.289171663,-0.28016911,-0.265484187,-0.252950356,-0.241522784,-0.231104431,-0.221605218,-0.208165214,-0.196540537,-0.185942182,-0.176279509,-0.167469721,-0.164242312,-0.160666437,-0.157405774,-0.154433461,-0.151723097,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OilCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.065010005,0.044028687,0.033235468,0.023395044,0.014423323,0.006243623,-0.002706754,-0.010549157,-0.017699216,-0.024218106,-0.030161489,-0.02892764,-0.029217447,-0.029481671,-0.029722598,-0.029942231,-0.029765865,-0.029685144,-0.029611567,-0.029544467,-0.029483317,-0.029782516,-0.029980891,-0.030161731,-0.030326629,-0.03047696,-0.029687458,-0.02916477,-0.028688237,-0.028253788,-0.027857686,-0.027162316,-0.026599481,-0.026086332,-0.025618519,-0.025191957,-0.024202146,-0.023427561,-0.022721352,-0.022077502,-0.021490473,-0.021318041,-0.021082957,-0.020868657,-0.020673255,-0.020495083,-0.020011074,-0.019638145,-0.019298144,-0.018988156,-0.018705546,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OtherArableLand,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.757221667,0.754834667,0.800957667,0.843007,0.881349333,0.916303667,0.858942333,0.839564,0.821898,0.805790333,0.791105333,0.727488667,0.688020667,0.652032333,0.619223,0.589310333,0.563486,0.539407,0.517451,0.497434667,0.479185667,0.462678333,0.447582667,0.433814333,0.421267,0.409823333,0.388171667,0.372573667,0.358348833,0.3453813,0.333558133,0.319256667,0.3075171,0.296813733,0.287055267,0.278158467,0.265093033,0.255008967,0.2458148,0.237432433,0.22979,0.227485867,0.223664467,0.2201804,0.217003967,0.214108033,0.209824633,0.206525733,0.203517967,0.200775667,0.198275367,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,OtherGrain,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.311606437,0.297401083,0.291937562,0.286956636,0.282415699,0.278275088,0.244001642,0.217296896,0.192949877,0.170751988,0.150513364,0.13274431,0.116441947,0.101578847,0.088027796,0.075673036,0.064209171,0.053787264,0.044284937,0.035621616,0.027723072,0.020704878,0.014279179,0.008420687,0.003079412,-0.00179041,-0.005056946,-0.008210024,-0.011084759,-0.013705719,-0.016095308,-0.017331265,-0.018598468,-0.019753783,-0.020807139,-0.021767506,-0.022038035,-0.022374768,-0.022681796,-0.022961732,-0.023216949,-0.024980604,-0.026360351,-0.027618303,-0.02876522,-0.029810876,-0.030566164,-0.031284333,-0.031939102,-0.032536114,-0.033080376,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Pasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.039040833,0.00763829,0.0519024,0.0918764,0.128018,0.160735667,0.077966533,0.043180133,0.010674327,-0.019041477,-0.045914733,-0.074611167,-0.1008359,-0.1245871,-0.1460118,-0.1653135,-0.1824669,-0.197914933,-0.211856333,-0.224460133,-0.235871167,-0.243707933,-0.250597967,-0.256779233,-0.262388133,-0.267509367,-0.272977833,-0.278051767,-0.282720167,-0.286995133,-0.2908994,-0.2912734,-0.291345633,-0.291323267,-0.291298333,-0.2913053,-0.291034333,-0.2908004,-0.290613767,-0.2904726,-0.2903703,-0.290822767,-0.2912976,-0.2917585,-0.292190433,-0.292587533,-0.290116933,-0.287624333,-0.285273267,-0.283124967,-0.281192633,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedGrassland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.290585167,-0.2949364,-0.294267233,-0.291673433,-0.2886345,-0.285801267,-0.2597166,-0.233279567,-0.208507933,-0.186139433,-0.1662969,-0.148829267,-0.1334828,-0.1199847,-0.108079767,-0.097542133,-0.088180033,-0.079832133,-0.072363133,-0.065660833,-0.059630267,-0.054192233,-0.0492789,-0.0448327,-0.040803767,-0.037148833,-0.033830427,-0.030814923,-0.028073137,-0.02557896,-0.02330911,-0.021242687,-0.019360953,-0.017647007,-0.01608563,-0.014662963,-0.013366613,-0.012185213,-0.01110846,-0.01012704,-0.009232447,-0.00841698,-0.007673637,-0.006996,-0.00637824,-0.00581504,-0.005301597,-0.00483351,-0.004406783,-0.004017713,-0.003663015,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedShrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.017966337,0.011387127,0.008358937,0.005586313,0.003047656,0.000723217,0.000601652,0.000495425,0.000402776,0.000322137,0.000252112,0.000191462,0.000139088,9.40E-05,5.54E-05,2.24E-05,-5.65E-06,-2.93E-05,-4.91E-05,-6.56E-05,-7.92E-05,-9.01E-05,-9.89E-05,-0.00010575,-0.000110915,-0.000114635,-0.000117113,-0.000118525,-0.000119028,-0.000118758,-0.000117838,-0.000116371,-0.000114452,-0.00011216,-0.000109567,-0.000106734,-0.000103714,-0.000100554,-9.73E-05,-9.40E-05,-9.06E-05,-8.72E-05,-8.39E-05,-8.05E-05,-7.72E-05,-7.40E-05,-7.08E-05,-6.77E-05,-6.47E-05,-6.18E-05,-5.89E-05,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.001857599,-0.002250479,-0.002598585,-0.002906893,-0.003179821,-0.003421301,-0.003374386,-0.003311664,-0.00323627,-0.003150895,-0.003057835,-0.002959066,-0.002856249,-0.00275081,-0.002643934,-0.002536629,-0.002429724,-0.002323908,-0.002219745,-0.002117691,-0.002018104,-0.001921278,-0.001827419,-0.001736687,-0.001649193,-0.001565003,-0.001484149,-0.001406632,-0.001332437,-0.001261513,-0.001193812,-0.001129256,-0.00106777,-0.001009261,-0.000953638,-0.000900797,-0.000850637,-0.000803059,-0.000757955,-0.00071522,-0.000674755,-0.000636453,-0.000600219,-0.000565954,-0.000533562,-0.000502957,-0.000474041,-0.000446736,-0.000420959,-0.000396627,-0.000373666,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,ProtectedUnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.144311567,0.157991533,0.163934467,0.1693527,0.1742928,0.178796567,0.134678867,0.1227897,0.1119503,0.102067533,0.093057067,0.084842267,0.077352733,0.0705243,0.0642983,0.0586223,0.053447167,0.048729267,0.044427533,0.040505667,0.036929933,0.033669717,0.030697407,0.02798752,0.025516847,0.023264303,0.021210567,0.019338183,0.017631057,0.01607463,0.014655593,0.013361847,0.01218228,0.011106847,0.01012638,0.009232447,0.00841742,0.00767437,0.00699688,0.00637923,0.005816067,0.00530266,0.004834537,0.004407773,0.004018667,0.003663898,0.003340458,0.00304557,0.002776715,0.002531595,0.002308112,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Rapeseed,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.1928586,-0.185776067,-0.1844832,-0.183304,-0.182228933,-0.1812492,-0.167539533,-0.1586464,-0.150537933,-0.1431452,-0.1364055,-0.1286483,-0.122029233,-0.115994633,-0.1104928,-0.1054768,-0.099858367,-0.0950301,-0.090627973,-0.08661444,-0.082955327,-0.078611353,-0.07493442,-0.071582097,-0.06852538,-0.065739007,-0.063067803,-0.060669217,-0.058482197,-0.0564883,-0.05467066,-0.05355922,-0.05239223,-0.05132831,-0.05035844,-0.049473967,-0.0481877,-0.047150253,-0.046204217,-0.045341707,-0.04455539,-0.044976543,-0.04504038,-0.045098533,-0.04515159,-0.045199953,-0.0448558,-0.044651273,-0.04446475,-0.044294727,-0.044139737,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,RootTuber,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.005776254,-0.0123959,-0.015779867,-0.018865073,-0.021677993,-0.024242533,-0.019258653,-0.01771814,-0.01631366,-0.01503315,-0.013865647,-0.012782073,-0.011802047,-0.010908517,-0.010093857,-0.009351148,-0.008558319,-0.007882923,-0.007267157,-0.006705736,-0.006193898,-0.005978518,-0.005679047,-0.005406042,-0.00515713,-0.004930196,-0.004590278,-0.004334931,-0.004102124,-0.003889871,-0.003696352,-0.00347992,-0.003298999,-0.00313405,-0.002983658,-0.002846547,-0.002680528,-0.002545987,-0.002423318,-0.002311481,-0.002209519,-0.001996339,-0.001851289,-0.001719047,-0.001598479,-0.001488551,-0.001335155,-0.001217111,-0.001109491,-0.001011368,-0.000921907,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,Shrubland,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.1371623,0.086933733,0.063815033,0.042647733,0.023266503,0.005520717,0.011231807,0.013537113,0.015673827,0.01765368,0.019487783,0.01813361,0.018281157,0.01843677,0.018597883,0.018762443,0.019113013,0.019364877,0.019608123,0.019842423,0.020067593,0.020310033,0.020528823,0.020737273,0.020935603,0.021124033,0.02050026,0.02030215,0.020127433,0.019973543,0.019838317,0.01939542,0.019143703,0.018918203,0.018716317,0.01853566,0.017992003,0.017674103,0.017386967,0.017127733,0.016893727,0.017105807,0.01710709,0.01711017,0.01711479,0.017120693,0.016943043,0.0168674,0.01679975,0.016739397,0.016685497,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,SugarCrop,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,0.000358962,0.000313161,0.000308826,0.000304875,0.000301272,0.000297987,0.000179775,0.000156302,0.000134902,0.000115391,9.76E-05,1.00E-04,8.85E-05,7.81E-05,6.86E-05,5.99E-05,5.44E-05,4.76E-05,4.14E-05,3.58E-05,3.06E-05,3.15E-05,2.82E-05,2.53E-05,2.25E-05,2.01E-05,1.32E-05,1.03E-05,7.66E-06,5.25E-06,3.06E-06,-8.93E-07,-3.07E-06,-5.05E-06,-6.86E-06,-8.50E-06,-8.15E-06,-9.18E-06,-1.01E-05,-1.10E-05,-1.18E-05,-1.66E-05,-1.80E-05,-1.92E-05,-2.04E-05,-2.14E-05,-1.89E-05,-1.92E-05,-1.94E-05,-1.96E-05,-1.98E-05,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,UnmanagedForest,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,-0.011043413,-0.01420661,-0.017022757,-0.019529437,-0.021760127,-0.023744747,-0.006642497,-0.004422183,-0.002242555,-0.000113759,0.001956269,-0.003362385,-0.002223566,-0.001094056,1.93E-05,0.00111078,0.003562706,0.004744997,0.005882873,0.00697532,0.008021897,0.008444187,0.00933922,0.010194177,0.011009497,0.01178584,0.007000987,0.007144463,0.00729905,0.007462033,0.00763103,0.007708837,0.007874643,0.008042063,0.008209813,0.008376793,0.008056033,0.008171387,0.00828773,0.008404257,0.00852016,0.00898799,0.009135023,0.009276997,0.009413837,0.009545433,0.00911779,0.009186027,0.00925375,0.009320667,0.009386483,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
GCAM,REF,Canada,UnmanagedPasture,MissouriR,Emissions|CO2|LUC|Total,Mt CO2eq/yr,1.101730667,1.206168333,1.251539667,1.292903333,1.330618667,1.365001,1.418589333,1.454379667,1.487009333,1.516760667,1.543883,1.373749667,1.333126667,1.296089667,1.262323333,1.231538,1.210036667,1.186573667,1.165186,1.145683,1.127903333,1.109962333,1.094624667,1.08064,1.067887333,1.056260333,0.999181333,0.974453333,0.951903333,0.931348,0.912604,0.877715667,0.856368333,0.836902,0.819155333,0.802978,0.767268333,0.747024667,0.728570333,0.711740333,0.696399,0.702225333,0.695893,0.690121667,0.68486,0.680064,0.665756667,0.658548,0.651977333,0.645986,0.640526333,89,SG20_30cm_Q3,2023_03_23,2023_03_23,GCAM 5.1.2
