scenario,region,LandLeaf,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
"BASE,date=2024-31-3T14:15:48-07:00",USA,Corn_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.125968,-0.125968,-0.125968,-0.125968,-0.125968,-0.028129,-0.028129,-0.028129,-0.028129,-0.028129,-0.0450165,-0.0450165,-0.0450165,-0.0450165,-0.0450165,-0.0200365,-0.0200365,-0.0200365,-0.0200365,-0.0200365,-0.00767232,-0.00767232,-0.00767232,-0.00767232,-0.00767232,-0.0281425,-0.0281425,-0.0281425,-0.0281425,-0.0281425,-0.0144045,-0.0144045,-0.0144045,-0.0144045,-0.0144045,-0.0136626,-0.0136626,-0.0136626,-0.0136626,-0.0136626,-0.00949203,-0.00949203,-0.00949203,-0.00949203,-0.00949203,-0.0386217,-0.0386217,-0.0386217,-0.0386217,-0.0386217,-0.0330752,-0.0330752,-0.0330752,-0.0330752,-0.0330752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,Corn_MissouriR_IRR_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,-0.255232,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,0.0101607,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.0567967,-0.125968,-0.125968,-0.125968,-0.125968,-0.125968,-0.028129,-0.028129,-0.028129,-0.028129,-0.028129,-0.0290632,-0.0290632,-0.0290632,-0.0290632,-0.0290632,-4.88E-04,-4.88E-04,-4.88E-04,-4.88E-04,-4.88E-04,0.00507,0.00507,0.00507,0.00507,0.00507,-0.00178195,-0.00178195,-0.00178195,-0.00178195,-0.00178195,-0.00623013,-0.00623013,-0.00623013,-0.00623013,-0.00623013,2.70E-04,2.70E-04,2.70E-04,2.70E-04,2.70E-04,0.00185576,0.00185576,0.00185576,0.00185576,0.00185576,-0.0078297,-0.0078297,-0.0078297,-0.0078297,-0.0078297,-0.0146565,-0.0146565,-0.0146565,-0.0146565,-0.0146565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,Corn_MissouriR_RFD_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.185796,-0.185796,-0.185796,-0.185796,-0.185796,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.101119,-0.101119,-0.101119,-0.101119,-0.101119,-0.0648844,-0.0648844,-0.0648844,-0.0648844,-0.0648844,-0.0410113,-0.0410113,-0.0410113,-0.0410113,-0.0410113,-0.0602903,-0.0602903,-0.0602903,-0.0602903,-0.0602903,-0.0430994,-0.0430994,-0.0430994,-0.0430994,-0.0430994,-0.0317184,-0.0317184,-0.0317184,-0.0317184,-0.0317184,-0.0292034,-0.0292034,-0.0292034,-0.0292034,-0.0292034,-0.0627563,-0.0627563,-0.0627563,-0.0627563,-0.0627563,-0.0541231,-0.0541231,-0.0541231,-0.0541231,-0.0541231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,Corn_MissouriR_RFD_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,-0.376454,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,0.0149865,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.0837722,-0.185796,-0.185796,-0.185796,-0.185796,-0.185796,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0414889,-0.0498997,-0.0498997,-0.0498997,-0.0498997,-0.0498997,-0.00685342,-0.00685342,-0.00685342,-0.00685342,-0.00685342,-0.00755554,-0.00755554,-0.00755554,-0.00755554,-0.00755554,-0.00450954,-0.00450954,-0.00450954,-0.00450954,-0.00450954,-0.0010571,-0.0010571,-0.0010571,-0.0010571,-0.0010571,-0.0112522,-0.0112522,-0.0112522,-0.0112522,-0.0112522,0.00163536,0.00163536,0.00163536,0.00163536,0.00163536,-0.0104282,-0.0104282,-0.0104282,-0.0104282,-0.0104282,-0.0213474,-0.0213474,-0.0213474,-0.0213474,-0.0213474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,FiberCrop_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,1.67E-08,1.67E-08,1.67E-08,1.67E-08,1.67E-08,4.18E-09,4.18E-09,4.18E-09,4.18E-09,4.18E-09,-1.42E-09,-1.42E-09,-1.42E-09,-1.42E-09,-1.42E-09,-2.30E-09,-2.30E-09,-2.30E-09,-2.30E-09,-2.30E-09,-2.17E-09,-2.17E-09,-2.17E-09,-2.17E-09,-2.17E-09,-1.91E-09,-1.91E-09,-1.91E-09,-1.91E-09,-1.91E-09,-1.06E-09,-1.06E-09,-1.06E-09,-1.06E-09,-1.06E-09,-7.02E-10,-7.02E-10,-7.02E-10,-7.02E-10,-7.02E-10,-6.07E-10,-6.07E-10,-6.07E-10,-6.07E-10,-6.07E-10,-2.30E-09,-2.30E-09,-2.30E-09,-2.30E-09,-2.30E-09,-2.40E-09,-2.40E-09,-2.40E-09,-2.40E-09,-2.40E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,FiberCrop_MissouriR_IRR_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,-1.34E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,-1.39E-09,1.67E-08,1.67E-08,1.67E-08,1.67E-08,1.67E-08,4.18E-09,4.18E-09,4.18E-09,4.18E-09,4.18E-09,-7.90E-10,-7.90E-10,-7.90E-10,-7.90E-10,-7.90E-10,-5.80E-10,-5.80E-10,-5.80E-10,-5.80E-10,-5.80E-10,-4.78E-10,-4.78E-10,-4.78E-10,-4.78E-10,-4.78E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-10,1.33E-10,1.33E-10,1.33E-10,1.33E-10,-4.35E-10,-4.35E-10,-4.35E-10,-4.35E-10,-4.35E-10,-4.38E-10,-4.38E-10,-4.38E-10,-4.38E-10,-4.38E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,FiberCrop_MissouriR_RFD_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,4.64E-07,4.64E-07,4.64E-07,4.64E-07,4.64E-07,-1.73E-07,-1.73E-07,-1.73E-07,-1.73E-07,-1.73E-07,-2.67E-07,-2.67E-07,-2.67E-07,-2.67E-07,-2.67E-07,-2.52E-07,-2.52E-07,-2.52E-07,-2.52E-07,-2.52E-07,-2.22E-07,-2.22E-07,-2.22E-07,-2.22E-07,-2.22E-07,-1.23E-07,-1.23E-07,-1.23E-07,-1.23E-07,-1.23E-07,-8.17E-08,-8.17E-08,-8.17E-08,-8.17E-08,-8.17E-08,-6.77E-08,-6.77E-08,-6.77E-08,-6.77E-08,-6.77E-08,-2.64E-07,-2.64E-07,-2.64E-07,-2.64E-07,-2.64E-07,-2.78E-07,-2.78E-07,-2.78E-07,-2.78E-07,-2.78E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,FiberCrop_MissouriR_RFD_lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,-1.64E-06,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,8.51E-09,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,-2.27E-07,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,4.64E-07,4.64E-07,4.64E-07,4.64E-07,4.64E-07,-1.10E-07,-1.10E-07,-1.10E-07,-1.10E-07,-1.10E-07,-8.93E-08,-8.93E-08,-8.93E-08,-8.93E-08,-8.93E-08,-7.59E-08,-7.59E-08,-7.59E-08,-7.59E-08,-7.59E-08,-2.66E-08,-2.66E-08,-2.66E-08,-2.66E-08,-2.66E-08,-2.11E-08,-2.11E-08,-2.11E-08,-2.11E-08,-2.11E-08,-1.62E-08,-1.62E-08,-1.62E-08,-1.62E-08,-1.62E-08,1.01E-08,1.01E-08,1.01E-08,1.01E-08,1.01E-08,-7.26E-08,-7.26E-08,-7.26E-08,-7.26E-08,-7.26E-08,-7.34E-08,-7.34E-08,-7.34E-08,-7.34E-08,-7.34E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
"BASE,date=2024-31-3T14:15:48-07:00",USA,FodderGrass_MissouriR_IRR_hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,-0.0291795,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,0.019076,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,-0.00185991,0.00791831,0.00791831,0.00791831,0.00791831,0.00791831,0.00335511,0.00335511,0.00335511,0.00335511,0.00335511,-0.00701868,-0.00701868,-0.00701868,-0.00701868,-0.00701868,-0.00732581,-0.00732581,-0.00732581,-0.00732581,-0.00732581,-0.00757803,-0.00757803,-0.00757803,-0.00757803,-0.00757803,-0.0074226,-0.0074226,-0.0074226,-0.0074226,-0.0074226,-0.00718036,-0.00718036,-0.00718036,-0.00718036,-0.00718036,-0.00646196,-0.00646196,-0.00646196,-0.00646196,-0.00646196,-0.006216,-0.006216,-0.006216,-0.006216,-0.006216,-0.00678763,-0.00678763,-0.00678763,-0.00678763,-0.00678763,-0.00654853,-0.00654853,-0.00654853,-0.00654853,-0.00654853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MtC/yr
