Series,scenario,region,LandLeaf,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,Units
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderGrass_MissouriR_RFD_hi,0.429637,0.421048,0.413572,0.407063,0.401397,0.396464,0.246764,0.116443,0.0029915,-0.0957736,-0.181754,-0.261075,-0.330129,-0.390243,-0.442576,-0.488134,-0.531369,-0.569008,-0.601774,-0.630298,-0.65513,-0.674405,-0.691184,-0.705791,-0.718507,-0.729577,-0.735789,-0.741196,-0.745904,-0.750002,-0.75357,-0.746595,-0.740524,-0.735239,-0.730638,-0.726632,-0.71969,-0.713646,-0.708384,-0.703804,-0.699817,-0.704357,-0.70831,-0.711751,-0.714747,-0.717355,-0.716264,-0.715316,-0.714489,-0.71377,-0.713144,-0.620828,-0.540462,-0.4705,-0.409594,-0.356572,-0.310414,-0.270231,-0.23525,-0.204797,-0.178286,-0.155207,-0.135116,-0.117625,-0.102398,-0.089143,-0.0776035,-0.0675578,-0.0588125,-0.0511992,-0.0445715,-0.0388018,-0.0337789,-0.0294062,-0.0255996,-0.0222858,-0.0194009,-0.0168894,-0.0147031,-0.0127998,-0.0111429,-0.00970044,-0.00844472,-0.00735156,-0.0063999,-0.00557144,-0.00485022,-0.00422236,-0.00367578,-0.00319995,-0.00278572,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderGrass_MissouriR_RFD_lo,0.429637,0.421048,0.413572,0.407063,0.401397,0.396464,0.294783,0.206265,0.129205,0.0621206,0.00372026,-0.0377739,-0.0738966,-0.105343,-0.132719,-0.156551,-0.175455,-0.191911,-0.206237,-0.218709,-0.229566,-0.233061,-0.236103,-0.238752,-0.241058,-0.243065,-0.243539,-0.243952,-0.244311,-0.244624,-0.244896,-0.240602,-0.236864,-0.23361,-0.230777,-0.228311,-0.224109,-0.220451,-0.217266,-0.214494,-0.21208,-0.207062,-0.202693,-0.19889,-0.195579,-0.192696,-0.187545,-0.183061,-0.179157,-0.175759,-0.1728,-0.150431,-0.130958,-0.114006,-0.0992476,-0.0864001,-0.0752156,-0.065479,-0.0570028,-0.0496238,-0.0432,-0.0376078,-0.0327395,-0.0285014,-0.0248119,-0.0216,-0.0188039,-0.0163697,-0.0142507,-0.012406,-0.0108,-0.00940195,-0.00818487,-0.00712535,-0.00620298,-0.0054,-0.00470098,-0.00409244,-0.00356267,-0.00310149,-0.0027,-0.00235049,-0.00204622,-0.00178134,-0.00155074,-0.00135,-0.00117524,-0.00102311,-8.91E-04,-7.75E-04,-6.75E-04,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderHerb_MissouriR_IRR_hi,0.586276,0.526109,0.473731,0.428133,0.388437,0.35388,0.256309,0.171368,0.0974228,0.0330497,-0.0229903,-0.0706883,-0.112212,-0.14836,-0.179829,-0.207224,-0.233635,-0.256627,-0.276643,-0.294067,-0.309237,-0.331603,-0.351074,-0.368025,-0.382781,-0.395628,-0.39377,-0.392153,-0.390745,-0.389519,-0.388452,-0.387489,-0.386651,-0.385921,-0.385286,-0.384733,-0.37719,-0.370623,-0.364906,-0.359929,-0.355597,-0.363614,-0.370594,-0.37667,-0.381959,-0.386564,-0.389708,-0.392444,-0.394826,-0.3969,-0.398706,-0.347093,-0.302162,-0.263048,-0.228996,-0.199353,-0.173547,-0.151081,-0.131524,-0.114498,-0.0996764,-0.0867733,-0.0755406,-0.0657619,-0.0572491,-0.0498382,-0.0433867,-0.0377703,-0.0328809,-0.0286245,-0.0249191,-0.0216933,-0.0188851,-0.0164405,-0.0143123,-0.0124595,-0.0108467,-0.00944257,-0.00822024,-0.00715613,-0.00622977,-0.00542333,-0.00472129,-0.00411012,-0.00357807,-0.00311489,-0.00271167,-0.00236064,-0.00205506,-0.00178903,-0.00155744,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderHerb_MissouriR_IRR_lo,0.586276,0.526109,0.473731,0.428133,0.388437,0.35388,0.280378,0.216391,0.160687,0.112194,0.0699784,0.0411149,0.0159879,-0.00588651,-0.0249293,-0.041507,-0.0552151,-0.0671488,-0.0775377,-0.0865817,-0.094455,-0.110804,-0.125036,-0.137426,-0.148212,-0.157602,-0.150681,-0.144655,-0.13941,-0.134844,-0.130869,-0.126865,-0.123379,-0.120345,-0.117703,-0.115404,-0.11014,-0.105559,-0.10157,-0.0980975,-0.0950746,-0.0944379,-0.0938836,-0.093401,-0.092981,-0.0926153,-0.0908094,-0.0892372,-0.0878686,-0.0866772,-0.08564,-0.0745539,-0.064903,-0.0565013,-0.0491872,-0.04282,-0.037277,-0.0324515,-0.0282507,-0.0245936,-0.02141,-0.0186385,-0.0162257,-0.0141253,-0.0122968,-0.010705,-0.00931924,-0.00811287,-0.00706266,-0.00614841,-0.0053525,-0.00465962,-0.00405644,-0.00353133,-0.0030742,-0.00267625,-0.00232981,-0.00202822,-0.00176567,-0.0015371,-0.00133812,-0.00116491,-0.00101411,-8.83E-04,-7.69E-04,-6.69E-04,-5.82E-04,-5.07E-04,-4.41E-04,-3.84E-04,-3.35E-04,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderHerb_MissouriR_RFD_hi,2.67066,2.39658,2.15798,1.95027,1.76945,1.61203,1.13706,0.723567,0.363604,0.050238,-0.222563,-0.462551,-0.671473,-0.85335,-1.01168,-1.14952,-1.26691,-1.36911,-1.45807,-1.53552,-1.60294,-1.72844,-1.8377,-1.93281,-2.01561,-2.08769,-2.07103,-2.05652,-2.04389,-2.03289,-2.02332,-2.01755,-2.01253,-2.00816,-2.00436,-2.00105,-1.9638,-1.93137,-1.90314,-1.87857,-1.85718,-1.8813,-1.90229,-1.92057,-1.93649,-1.95034,-1.95841,-1.96543,-1.97155,-1.97687,-1.98151,-1.725,-1.5017,-1.30731,-1.13808,-0.990755,-0.862502,-0.750852,-0.653654,-0.569039,-0.495377,-0.431251,-0.375426,-0.326827,-0.28452,-0.247689,-0.215626,-0.187713,-0.163414,-0.14226,-0.123844,-0.107813,-0.0938565,-0.0817068,-0.0711299,-0.0619222,-0.0539064,-0.0469282,-0.0408534,-0.035565,-0.0309611,-0.0269532,-0.0234641,-0.0204267,-0.0177825,-0.0154805,-0.0134766,-0.0117321,-0.0102134,-0.00889124,-0.00774027,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,FodderHerb_MissouriR_RFD_lo,2.67066,2.39658,2.15798,1.95027,1.76945,1.61203,1.27402,0.979774,0.723614,0.500614,0.306481,0.175382,0.0612534,-0.0381011,-0.124594,-0.199891,-0.295039,-0.377871,-0.44998,-0.512754,-0.567403,-0.586514,-0.603151,-0.617635,-0.630243,-0.64122,-0.615723,-0.593528,-0.574205,-0.557384,-0.54274,-0.526536,-0.512429,-0.500149,-0.489458,-0.480151,-0.45697,-0.436789,-0.41922,-0.403926,-0.390611,-0.388636,-0.386916,-0.385418,-0.384115,-0.38298,-0.375195,-0.368418,-0.362518,-0.357382,-0.352911,-0.307227,-0.267457,-0.232834,-0.202694,-0.176456,-0.153613,-0.133728,-0.116417,-0.101347,-0.0882278,-0.0768067,-0.0668641,-0.0582086,-0.0506735,-0.0441139,-0.0384034,-0.0334321,-0.0291043,-0.0253368,-0.0220569,-0.0192017,-0.016716,-0.0145522,-0.0126684,-0.0110285,-0.00960084,-0.00835802,-0.00727608,-0.00633419,-0.00551423,-0.00480042,-0.00417901,-0.00363804,-0.0031671,-0.00275712,-0.00240021,-0.0020895,-0.00181902,-0.00158355,-0.00137856,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Forest_MissouriR,-0.00350859,-0.145043,-0.268256,-0.375519,-0.468896,-0.550186,-0.574917,-0.596446,-0.615188,-0.631504,-0.645707,-0.653231,-0.65978,-0.665482,-0.670445,-0.674766,-0.677719,-0.680289,-0.682527,-0.684475,-0.686171,-0.678559,-0.671932,-0.666163,-0.661141,-0.656769,-0.640453,-0.626249,-0.613883,-0.603119,-0.593747,-0.579985,-0.568004,-0.557574,-0.548494,-0.54059,-0.528906,-0.518735,-0.509881,-0.502173,-0.495462,-0.469485,-0.44687,-0.427182,-0.410043,-0.395123,-0.370653,-0.349351,-0.330807,-0.314663,-0.300609,-0.261695,-0.227819,-0.198328,-0.172654,-0.150304,-0.130847,-0.113909,-0.0991638,-0.0863271,-0.0751521,-0.0654237,-0.0569547,-0.0495819,-0.0431636,-0.0375761,-0.0327119,-0.0284773,-0.024791,-0.0215818,-0.018788,-0.0163559,-0.0142387,-0.0123955,-0.0107909,-0.00939402,-0.00817797,-0.00711933,-0.00619774,-0.00539545,-0.00469701,-0.00408898,-0.00355967,-0.00309887,-0.00269772,-0.0023485,-0.00204449,-0.00177983,-0.00154944,-0.00134886,-0.00117425,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,Grassland_MissouriR,-12.556,-12.3725,-12.2127,-12.0737,-11.9526,-11.8472,-10.2254,-8.81363,-7.58458,-6.51463,-5.58318,-4.78136,-4.08333,-3.47567,-2.94666,-2.48613,-2.09198,-1.74885,-1.45013,-1.19009,-0.963704,-0.756229,-0.575612,-0.418375,-0.281493,-0.16233,-0.0756126,-1.21E-04,0.0655989,0.122811,0.172617,0.209706,0.241994,0.270102,0.294571,0.315873,0.32156,0.32651,0.33082,0.334572,0.337838,0.363797,0.386396,0.406069,0.423196,0.438105,0.444878,0.450773,0.455906,0.460374,0.464263,0.404165,0.351846,0.3063,0.266649,0.232132,0.202082,0.175923,0.15315,0.133325,0.116066,0.101041,0.0879614,0.0765749,0.0666623,0.0580329,0.0505206,0.0439807,0.0382874,0.0333312,0.0290165,0.0252603,0.0219904,0.0191437,0.0166656,0.0145082,0.0126301,0.0109952,0.00957186,0.00833279,0.00725411,0.00631507,0.00549759,0.00478593,0.00416639,0.00362706,0.00315754,0.0027488,0.00239297,0.0020832,0.00181353,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,MiscCrop_MissouriR_IRR_hi,-0.00863405,-0.0122147,-0.0153319,-0.0180456,-0.020408,-0.0224645,-0.019178,-0.0163169,-0.0138261,-0.0116578,-0.00977018,-0.00678256,-0.00418169,-0.00191749,5.36E-05,0.00176954,0.00270357,0.00351668,0.00422455,0.00484077,0.00537723,-1.48E-04,-0.00495807,-0.00914545,-0.0127908,-0.0159642,-0.0173478,-0.0185523,-0.0196009,-0.0205138,-0.0213084,-0.0217692,-0.0221703,-0.0225195,-0.0228235,-0.0230881,-0.0230864,-0.0230849,-0.0230836,-0.0230824,-0.0230814,-0.0223794,-0.0217683,-0.0212363,-0.0207731,-0.0203699,-0.0192755,-0.0183227,-0.0174933,-0.0167712,-0.0161426,-0.014053,-0.0122338,-0.0106502,-0.00927151,-0.00807132,-0.00702649,-0.00611692,-0.00532509,-0.00463576,-0.00403566,-0.00351325,-0.00305846,-0.00266254,-0.00231788,-0.00201783,-0.00175662,-0.00152923,-0.00133127,-0.00115894,-0.00100892,-8.78E-04,-7.65E-04,-6.66E-04,-5.79E-04,-5.04E-04,-4.39E-04,-3.82E-04,-3.33E-04,-2.90E-04,-2.52E-04,-2.20E-04,-1.91E-04,-1.66E-04,-1.45E-04,-1.26E-04,-1.10E-04,-9.56E-05,-8.32E-05,-7.24E-05,-6.31E-05,MtC/yr
FAO,"CORN1BG,date=2025-12-2T15:44:00-08:00",USA,MiscCrop_MissouriR_IRR_lo,-0.00863405,-0.0122147,-0.0153319,-0.0180456,-0.020408,-0.0224645,-0.0193115,-0.0165666,-0.014177,-0.0120968,-0.0102858,-0.00825524,-0.0064875,-0.0049486,-0.00360891,-0.00244264,-6.39E-04,9.30E-04,0.00229709,0.00348681,0.00452252,0.0023446,4.49E-04,-0.00120194,-0.00263883,-0.00388971,-0.00551716,-0.00693393,-0.00816731,-0.00924102,-0.0101757,-0.00973142,-0.00934461,-0.00900788,-0.00871473,-0.00845954,-0.00809922,-0.00778554,-0.00751246,-0.00727474,-0.00706779,-0.00648371,-0.00597523,-0.00553258,-0.00514723,-0.00481176,-0.00546421,-0.00603219,-0.00652665,-0.0069571,-0.00733183,-0.00638273,-0.00555649,-0.00483721,-0.00421103,-0.00366592,-0.00319137,-0.00277824,-0.0024186,-0.00210552,-0.00183296,-0.00159568,-0.00138912,-0.0012093,-0.00105276,-9.16E-04,-7.98E-04,-6.95E-04,-6.05E-04,-5.26E-04,-4.58E-04,-3.99E-04,-3.47E-04,-3.02E-04,-2.63E-04,-2.29E-04,-1.99E-04,-1.74E-04,-1.51E-04,-1.32E-04,-1.15E-04,-9.97E-05,-8.68E-05,-7.56E-05,-6.58E-05,-5.73E-05,-4.99E-05,-4.34E-05,-3.78E-05,-3.29E-05,-2.86E-05,MtC/yr
